signup_cohort,acquisition_channel,months_since_signup,retention_pct,n_customers
2023-09,Partner Referral,3,1.0,1
2023-10,Partner Referral,3,0.8,5
2023-11,Partner Referral,3,1.0,3
2023-12,Partner Referral,3,1.0,2
2024-01,Partner Referral,3,1.0,2
2024-02,Partner Referral,3,1.0,5
2024-03,Partner Referral,3,1.0,2
2024-04,Partner Referral,3,1.0,2
2024-05,Partner Referral,3,1.0,4
2024-06,Partner Referral,3,0.6666666666666666,3
2024-07,Partner Referral,3,1.0,5
2024-08,Partner Referral,3,1.0,1
2024-09,Partner Referral,3,1.0,4
2024-11,Partner Referral,3,1.0,4
2024-12,Partner Referral,3,1.0,2
2025-01,Partner Referral,3,1.0,1
2025-02,Partner Referral,3,1.0,2
2025-03,Partner Referral,3,1.0,1
2025-04,Partner Referral,3,1.0,2
2025-05,Partner Referral,3,1.0,4
2025-06,Partner Referral,3,1.0,2
2025-07,Partner Referral,3,1.0,1
2025-08,Partner Referral,3,1.0,6
2025-09,Partner Referral,3,1.0,3
2023-01,Partner Referral,4,0.6666666666666666,3
2023-02,Partner Referral,4,1.0,1
2023-03,Partner Referral,4,1.0,1
2023-04,Partner Referral,4,1.0,1
2023-05,Partner Referral,4,1.0,2
2023-07,Partner Referral,4,1.0,1
2023-09,Partner Referral,4,1.0,1
2023-10,Partner Referral,4,0.8,5
2023-11,Partner Referral,4,1.0,3
2023-12,Partner Referral,4,1.0,2
2024-01,Partner Referral,4,1.0,2
2024-02,Partner Referral,4,1.0,5
2024-03,Partner Referral,4,1.0,2
2024-04,Partner Referral,4,1.0,2
2024-05,Partner Referral,4,1.0,4
2024-06,Partner Referral,4,0.6666666666666666,3
2024-07,Partner Referral,4,1.0,5
2024-08,Partner Referral,4,1.0,1
2024-09,Partner Referral,4,1.0,4
2024-11,Partner Referral,4,1.0,4
2024-12,Partner Referral,4,1.0,2
2025-01,Partner Referral,4,1.0,1
2025-02,Partner Referral,4,1.0,2
2025-03,Partner Referral,4,1.0,1
2025-04,Partner Referral,4,1.0,2
2025-05,Partner Referral,4,1.0,4
2025-06,Partner Referral,4,1.0,2
2025-07,Partner Referral,4,1.0,1
2025-08,Partner Referral,4,1.0,6
2023-01,Partner Referral,5,0.6666666666666666,3
2023-02,Partner Referral,5,1.0,1
2023-03,Partner Referral,5,1.0,1
2023-04,Partner Referral,5,1.0,1
2023-05,Partner Referral,5,1.0,2
2023-07,Partner Referral,5,1.0,1
2023-09,Partner Referral,5,1.0,1
2023-10,Partner Referral,5,0.8,5
2023-11,Partner Referral,5,1.0,3
2023-12,Partner Referral,5,1.0,2
2024-01,Partner Referral,5,1.0,2
2024-02,Partner Referral,5,1.0,5
2024-03,Partner Referral,5,1.0,2
2024-04,Partner Referral,5,1.0,2
2024-05,Partner Referral,5,1.0,4
2024-06,Partner Referral,5,0.6666666666666666,3
2024-07,Partner Referral,5,1.0,5
2024-08,Partner Referral,5,1.0,1
2024-09,Partner Referral,5,1.0,4
2024-11,Partner Referral,5,1.0,4
2024-12,Partner Referral,5,1.0,2
2025-01,Partner Referral,5,1.0,1
2025-02,Partner Referral,5,1.0,2
2025-03,Partner Referral,5,1.0,1
2025-04,Partner Referral,5,1.0,2
2025-05,Partner Referral,5,1.0,4
2025-06,Partner Referral,5,1.0,2
2025-07,Partner Referral,5,1.0,1
2023-01,Partner Referral,6,0.6666666666666666,3
2023-02,Partner Referral,6,1.0,1
2023-03,Partner Referral,6,1.0,1
2023-04,Partner Referral,6,1.0,1
2023-05,Partner Referral,6,1.0,2
2023-07,Partner Referral,6,1.0,1
2023-09,Partner Referral,6,1.0,1
2023-10,Partner Referral,6,0.8,5
2023-11,Partner Referral,6,1.0,3
2023-12,Partner Referral,6,1.0,2
2024-01,Partner Referral,6,1.0,2
2024-02,Partner Referral,6,1.0,5
2024-03,Partner Referral,6,1.0,2
2024-04,Partner Referral,6,1.0,2
2024-05,Partner Referral,6,1.0,4
2024-06,Partner Referral,6,0.6666666666666666,3
2024-07,Partner Referral,6,1.0,5
2024-08,Partner Referral,6,1.0,1
2024-09,Partner Referral,6,1.0,4
2024-11,Partner Referral,6,1.0,4
2024-12,Partner Referral,6,1.0,2
2025-01,Partner Referral,6,1.0,1
2025-02,Partner Referral,6,1.0,2
2025-03,Partner Referral,6,1.0,1
2025-04,Partner Referral,6,1.0,2
2025-05,Partner Referral,6,1.0,4
2025-06,Partner Referral,6,1.0,2
2023-01,Partner Referral,7,0.6666666666666666,3
2023-02,Partner Referral,7,1.0,1
2023-03,Partner Referral,7,1.0,1
2023-04,Partner Referral,7,1.0,1
2023-05,Partner Referral,7,1.0,2
2023-07,Partner Referral,7,1.0,1
2023-09,Partner Referral,7,1.0,1
2023-10,Partner Referral,7,0.8,5
2023-11,Partner Referral,7,1.0,3
2023-12,Partner Referral,7,0.5,2
2024-01,Partner Referral,7,1.0,2
2024-02,Partner Referral,7,1.0,5
2024-03,Partner Referral,7,1.0,2
2024-04,Partner Referral,7,1.0,2
2024-05,Partner Referral,7,1.0,4
2024-06,Partner Referral,7,0.6666666666666666,3
2024-07,Partner Referral,7,1.0,5
2024-08,Partner Referral,7,1.0,1
2024-09,Partner Referral,7,1.0,4
2024-11,Partner Referral,7,1.0,4
2024-12,Partner Referral,7,1.0,2
2025-01,Partner Referral,7,1.0,1
2025-02,Partner Referral,7,1.0,2
2025-03,Partner Referral,7,1.0,1
2025-04,Partner Referral,7,1.0,2
2025-05,Partner Referral,7,1.0,4
2023-01,Partner Referral,8,0.6666666666666666,3
2023-02,Partner Referral,8,1.0,1
2023-03,Partner Referral,8,1.0,1
2023-04,Partner Referral,8,1.0,1
2023-05,Partner Referral,8,1.0,2
2023-07,Partner Referral,8,1.0,1
2023-09,Partner Referral,8,1.0,1
2023-10,Partner Referral,8,0.8,5
2023-11,Partner Referral,8,1.0,3
2023-12,Partner Referral,8,0.5,2
2024-01,Partner Referral,8,1.0,2
2024-02,Partner Referral,8,1.0,5
2024-03,Partner Referral,8,1.0,2
2024-04,Partner Referral,8,1.0,2
2024-05,Partner Referral,8,1.0,4
2024-06,Partner Referral,8,0.6666666666666666,3
2024-07,Partner Referral,8,1.0,5
2024-08,Partner Referral,8,1.0,1
2024-09,Partner Referral,8,1.0,4
2024-11,Partner Referral,8,1.0,4
2024-12,Partner Referral,8,1.0,2
2025-01,Partner Referral,8,1.0,1
2025-02,Partner Referral,8,1.0,2
2025-03,Partner Referral,8,1.0,1
2025-04,Partner Referral,8,1.0,2
2023-01,Partner Referral,9,0.6666666666666666,3
2023-02,Partner Referral,9,1.0,1
2023-03,Partner Referral,9,1.0,1
2023-04,Partner Referral,9,1.0,1
2023-05,Partner Referral,9,1.0,2
2023-07,Partner Referral,9,1.0,1
2023-09,Partner Referral,9,1.0,1
2023-10,Partner Referral,9,0.8,5
2023-11,Partner Referral,9,1.0,3
2023-12,Partner Referral,9,0.5,2
2024-01,Partner Referral,9,1.0,2
2024-02,Partner Referral,9,1.0,5
2024-03,Partner Referral,9,1.0,2
2024-04,Partner Referral,9,1.0,2
2024-05,Partner Referral,9,1.0,4
2024-06,Partner Referral,9,0.6666666666666666,3
2024-07,Partner Referral,9,1.0,5
2024-08,Partner Referral,9,1.0,1
2024-09,Partner Referral,9,1.0,4
2024-11,Partner Referral,9,1.0,4
2024-12,Partner Referral,9,1.0,2
2025-01,Partner Referral,9,1.0,1
2025-02,Partner Referral,9,1.0,2
2025-03,Partner Referral,9,1.0,1
2023-01,Partner Referral,10,0.6666666666666666,3
2023-02,Partner Referral,10,1.0,1
2023-03,Partner Referral,10,1.0,1
2023-04,Partner Referral,10,1.0,1
2023-05,Partner Referral,10,1.0,2
2023-07,Partner Referral,10,1.0,1
2023-09,Partner Referral,10,1.0,1
2023-10,Partner Referral,10,0.8,5
2023-11,Partner Referral,10,1.0,3
2023-12,Partner Referral,10,0.5,2
2024-01,Partner Referral,10,1.0,2
2024-02,Partner Referral,10,1.0,5
2024-03,Partner Referral,10,1.0,2
2024-04,Partner Referral,10,1.0,2
2024-05,Partner Referral,10,1.0,4
2024-06,Partner Referral,10,0.6666666666666666,3
2024-07,Partner Referral,10,1.0,5
2024-08,Partner Referral,10,1.0,1
2024-09,Partner Referral,10,1.0,4
2024-11,Partner Referral,10,1.0,4
2024-12,Partner Referral,10,1.0,2
2025-01,Partner Referral,10,1.0,1
2025-02,Partner Referral,10,1.0,2
2023-01,Partner Referral,11,0.6666666666666666,3
2023-02,Partner Referral,11,1.0,1
2023-03,Partner Referral,11,1.0,1
2023-04,Partner Referral,11,1.0,1
2023-05,Partner Referral,11,1.0,2
2023-07,Partner Referral,11,1.0,1
2023-09,Partner Referral,11,1.0,1
2023-10,Partner Referral,11,0.8,5
2023-11,Partner Referral,11,1.0,3
2023-12,Partner Referral,11,0.5,2
2024-01,Partner Referral,11,1.0,2
2024-02,Partner Referral,11,1.0,5
2024-03,Partner Referral,11,1.0,2
2024-04,Partner Referral,11,1.0,2
2024-05,Partner Referral,11,1.0,4
2024-06,Partner Referral,11,0.3333333333333333,3
2024-07,Partner Referral,11,1.0,5
2024-08,Partner Referral,11,1.0,1
2024-09,Partner Referral,11,1.0,4
2024-11,Partner Referral,11,1.0,4
2024-12,Partner Referral,11,1.0,2
2025-01,Partner Referral,11,1.0,1
2023-01,Partner Referral,12,0.6666666666666666,3
2023-02,Partner Referral,12,1.0,1
2023-03,Partner Referral,12,1.0,1
2023-04,Partner Referral,12,1.0,1
2023-05,Partner Referral,12,1.0,2
2023-07,Partner Referral,12,1.0,1
2023-09,Partner Referral,12,1.0,1
2023-10,Partner Referral,12,0.8,5
2023-11,Partner Referral,12,1.0,3
2023-12,Partner Referral,12,0.5,2
2024-01,Partner Referral,12,1.0,2
2024-02,Partner Referral,12,1.0,5
2024-03,Partner Referral,12,1.0,2
2024-04,Partner Referral,12,1.0,2
2024-05,Partner Referral,12,1.0,4
2024-06,Partner Referral,12,0.3333333333333333,3
2024-07,Partner Referral,12,1.0,5
2024-08,Partner Referral,12,1.0,1
2024-09,Partner Referral,12,1.0,4
2024-11,Partner Referral,12,1.0,4
2024-12,Partner Referral,12,1.0,2
2023-01,Partner Referral,13,0.6666666666666666,3
2023-02,Partner Referral,13,1.0,1
2023-03,Partner Referral,13,1.0,1
2023-04,Partner Referral,13,1.0,1
2023-05,Partner Referral,13,1.0,2
2023-07,Partner Referral,13,1.0,1
2023-09,Partner Referral,13,1.0,1
2023-10,Partner Referral,13,0.8,5
2023-11,Partner Referral,13,1.0,3
2023-12,Partner Referral,13,0.5,2
2024-01,Partner Referral,13,1.0,2
2024-02,Partner Referral,13,1.0,5
2024-03,Partner Referral,13,1.0,2
2024-04,Partner Referral,13,1.0,2
2024-05,Partner Referral,13,1.0,4
2024-06,Partner Referral,13,0.3333333333333333,3
2024-07,Partner Referral,13,1.0,5
2024-08,Partner Referral,13,1.0,1
2024-09,Partner Referral,13,1.0,4
2024-11,Partner Referral,13,1.0,4
2023-01,Partner Referral,14,0.6666666666666666,3
2023-02,Partner Referral,14,1.0,1
2023-03,Partner Referral,14,1.0,1
2023-04,Partner Referral,14,1.0,1
2023-05,Partner Referral,14,1.0,2
2023-07,Partner Referral,14,1.0,1
2023-09,Partner Referral,14,1.0,1
2023-10,Partner Referral,14,0.8,5
2023-11,Partner Referral,14,1.0,3
2023-12,Partner Referral,14,0.5,2
2024-01,Partner Referral,14,1.0,2
2024-02,Partner Referral,14,1.0,5
2024-03,Partner Referral,14,1.0,2
2024-04,Partner Referral,14,1.0,2
2024-05,Partner Referral,14,1.0,4
2024-06,Partner Referral,14,0.3333333333333333,3
2024-07,Partner Referral,14,1.0,5
2024-08,Partner Referral,14,1.0,1
2024-09,Partner Referral,14,1.0,4
2023-01,Partner Referral,15,0.6666666666666666,3
2023-02,Partner Referral,15,1.0,1
2023-03,Partner Referral,15,1.0,1
2023-04,Partner Referral,15,1.0,1
2023-05,Partner Referral,15,1.0,2
2023-07,Partner Referral,15,1.0,1
2023-09,Partner Referral,15,1.0,1
2023-10,Partner Referral,15,0.8,5
2023-11,Partner Referral,15,1.0,3
2023-12,Partner Referral,15,0.5,2
2024-01,Partner Referral,15,1.0,2
2024-02,Partner Referral,15,1.0,5
2024-03,Partner Referral,15,1.0,2
2024-04,Partner Referral,15,1.0,2
2024-05,Partner Referral,15,1.0,4
2024-06,Partner Referral,15,0.3333333333333333,3
2024-07,Partner Referral,15,1.0,5
2024-08,Partner Referral,15,1.0,1
2024-09,Partner Referral,15,1.0,4
2023-01,Partner Referral,16,0.6666666666666666,3
2023-02,Partner Referral,16,1.0,1
2023-03,Partner Referral,16,1.0,1
2023-04,Partner Referral,16,1.0,1
2023-05,Partner Referral,16,1.0,2
2023-07,Partner Referral,16,1.0,1
2023-09,Partner Referral,16,1.0,1
2023-10,Partner Referral,16,0.8,5
2023-11,Partner Referral,16,1.0,3
2023-12,Partner Referral,16,0.5,2
2024-01,Partner Referral,16,0.5,2
2024-02,Partner Referral,16,1.0,5
2024-03,Partner Referral,16,1.0,2
2024-04,Partner Referral,16,1.0,2
2024-05,Partner Referral,16,1.0,4
2024-06,Partner Referral,16,0.3333333333333333,3
2024-07,Partner Referral,16,1.0,5
2024-08,Partner Referral,16,1.0,1
2023-01,Partner Referral,17,0.6666666666666666,3
2023-02,Partner Referral,17,1.0,1
2023-03,Partner Referral,17,1.0,1
2023-04,Partner Referral,17,1.0,1
2023-05,Partner Referral,17,1.0,2
2023-07,Partner Referral,17,1.0,1
2023-09,Partner Referral,17,1.0,1
2023-10,Partner Referral,17,0.8,5
2023-11,Partner Referral,17,1.0,3
2023-12,Partner Referral,17,0.5,2
2024-01,Partner Referral,17,0.5,2
2024-02,Partner Referral,17,1.0,5
2024-03,Partner Referral,17,1.0,2
2024-04,Partner Referral,17,1.0,2
2024-05,Partner Referral,17,1.0,4
2024-06,Partner Referral,17,0.3333333333333333,3
2024-07,Partner Referral,17,1.0,5
2023-01,Partner Referral,18,0.6666666666666666,3
2023-02,Partner Referral,18,1.0,1
2023-03,Partner Referral,18,1.0,1
2023-04,Partner Referral,18,1.0,1
2023-05,Partner Referral,18,1.0,2
2023-07,Partner Referral,18,1.0,1
2023-09,Partner Referral,18,1.0,1
2023-10,Partner Referral,18,0.8,5
2023-11,Partner Referral,18,1.0,3
2023-12,Partner Referral,18,0.5,2
2024-01,Partner Referral,18,0.5,2
2024-02,Partner Referral,18,1.0,5
2024-03,Partner Referral,18,1.0,2
2024-04,Partner Referral,18,1.0,2
2024-05,Partner Referral,18,1.0,4
2024-06,Partner Referral,18,0.3333333333333333,3
2023-01,Partner Referral,19,0.6666666666666666,3
2023-02,Partner Referral,19,1.0,1
2023-03,Partner Referral,19,1.0,1
2023-04,Partner Referral,19,1.0,1
2023-05,Partner Referral,19,1.0,2
2023-07,Partner Referral,19,1.0,1
2023-09,Partner Referral,19,1.0,1
2023-10,Partner Referral,19,0.8,5
2023-11,Partner Referral,19,1.0,3
2023-12,Partner Referral,19,0.5,2
2024-01,Partner Referral,19,0.5,2
2024-02,Partner Referral,19,1.0,5
2024-03,Partner Referral,19,1.0,2
2024-04,Partner Referral,19,1.0,2
2024-05,Partner Referral,19,1.0,4
2023-01,Partner Referral,20,0.6666666666666666,3
2023-02,Partner Referral,20,1.0,1
2023-03,Partner Referral,20,1.0,1
2023-04,Partner Referral,20,1.0,1
2023-05,Partner Referral,20,1.0,2
2023-07,Partner Referral,20,1.0,1
2023-09,Partner Referral,20,1.0,1
2023-10,Partner Referral,20,0.8,5
2023-11,Partner Referral,20,1.0,3
2023-12,Partner Referral,20,0.5,2
2024-01,Partner Referral,20,0.5,2
2024-02,Partner Referral,20,1.0,5
2024-03,Partner Referral,20,1.0,2
2024-04,Partner Referral,20,1.0,2
2023-01,Partner Referral,21,0.6666666666666666,3
2023-02,Partner Referral,21,1.0,1
2023-03,Partner Referral,21,1.0,1
2023-04,Partner Referral,21,1.0,1
2023-05,Partner Referral,21,1.0,2
2023-07,Partner Referral,21,1.0,1
2023-09,Partner Referral,21,1.0,1
2023-10,Partner Referral,21,0.8,5
2023-11,Partner Referral,21,1.0,3
2023-12,Partner Referral,21,0.5,2
2024-01,Partner Referral,21,0.5,2
2024-02,Partner Referral,21,1.0,5
2024-03,Partner Referral,21,1.0,2
2023-01,Partner Referral,22,0.6666666666666666,3
2023-02,Partner Referral,22,1.0,1
2023-03,Partner Referral,22,1.0,1
2023-04,Partner Referral,22,1.0,1
2023-05,Partner Referral,22,1.0,2
2023-07,Partner Referral,22,1.0,1
2023-09,Partner Referral,22,1.0,1
2023-10,Partner Referral,22,0.8,5
2023-11,Partner Referral,22,1.0,3
2023-12,Partner Referral,22,0.5,2
2024-01,Partner Referral,22,0.5,2
2024-02,Partner Referral,22,1.0,5
2023-01,Partner Referral,23,0.6666666666666666,3
2023-02,Partner Referral,23,1.0,1
2023-03,Partner Referral,23,1.0,1
2023-04,Partner Referral,23,1.0,1
2023-05,Partner Referral,23,1.0,2
2023-07,Partner Referral,23,1.0,1
2023-09,Partner Referral,23,1.0,1
2023-10,Partner Referral,23,0.8,5
2023-11,Partner Referral,23,1.0,3
2023-12,Partner Referral,23,0.5,2
2024-01,Partner Referral,23,0.5,2
2023-01,Partner Referral,24,0.6666666666666666,3
2023-02,Partner Referral,24,1.0,1
2023-03,Partner Referral,24,1.0,1
2023-04,Partner Referral,24,1.0,1
2023-05,Partner Referral,24,1.0,2
2023-07,Partner Referral,24,1.0,1
2023-09,Partner Referral,24,1.0,1
2023-10,Partner Referral,24,0.8,5
2023-11,Partner Referral,24,1.0,3
2023-12,Partner Referral,24,0.5,2
2023-01,Event/Conference,0,1.0,3
2023-02,Event/Conference,0,1.0,5
2023-03,Event/Conference,0,1.0,2
2023-04,Event/Conference,0,1.0,4
2023-05,Event/Conference,0,1.0,5
2023-06,Event/Conference,0,1.0,6
2023-07,Event/Conference,0,1.0,7
2023-08,Event/Conference,0,1.0,3
2023-09,Event/Conference,0,1.0,5
2023-10,Event/Conference,0,1.0,3
2023-11,Event/Conference,0,1.0,5
2023-12,Event/Conference,0,1.0,4
2024-01,Event/Conference,0,1.0,3
2024-02,Event/Conference,0,1.0,4
2024-03,Event/Conference,0,1.0,4
2024-04,Event/Conference,0,1.0,4
2024-05,Event/Conference,0,1.0,2
2024-06,Event/Conference,0,1.0,3
2024-07,Event/Conference,0,1.0,3
2024-08,Event/Conference,0,1.0,6
2024-09,Event/Conference,0,1.0,6
2024-10,Event/Conference,0,1.0,4
2024-11,Event/Conference,0,1.0,4
2024-12,Event/Conference,0,1.0,3
2025-01,Event/Conference,0,1.0,1
2025-02,Event/Conference,0,1.0,7
2025-03,Event/Conference,0,1.0,2
2025-04,Event/Conference,0,1.0,2
2025-05,Event/Conference,0,1.0,5
2025-06,Event/Conference,0,1.0,7
2025-07,Event/Conference,0,1.0,5
2025-08,Event/Conference,0,1.0,3
2025-09,Event/Conference,0,1.0,7
2025-10,Event/Conference,0,1.0,3
2025-11,Event/Conference,0,1.0,4
2025-12,Event/Conference,0,1.0,6
2023-01,Event/Conference,1,1.0,3
2023-02,Event/Conference,1,1.0,5
2023-03,Event/Conference,1,1.0,2
2023-04,Event/Conference,1,1.0,4
2023-05,Event/Conference,1,1.0,5
2023-06,Event/Conference,1,1.0,6
2023-07,Event/Conference,1,1.0,7
2023-08,Event/Conference,1,1.0,3
2023-09,Event/Conference,1,1.0,5
2023-10,Event/Conference,1,1.0,3
2023-11,Event/Conference,1,1.0,5
2023-12,Event/Conference,1,1.0,4
2024-01,Event/Conference,1,1.0,3
2024-02,Event/Conference,1,1.0,4
2024-03,Event/Conference,1,1.0,4
2024-04,Event/Conference,1,1.0,4
2024-05,Event/Conference,1,1.0,2
2024-06,Event/Conference,1,1.0,3
2024-07,Event/Conference,1,1.0,3
2024-08,Event/Conference,1,1.0,6
2024-09,Event/Conference,1,1.0,6
2024-10,Event/Conference,1,1.0,4
2024-11,Event/Conference,1,1.0,4
2024-12,Event/Conference,1,1.0,3
2025-01,Event/Conference,1,0.0,1
2025-02,Event/Conference,1,1.0,7
2025-03,Event/Conference,1,1.0,2
2025-04,Event/Conference,1,1.0,2
2025-05,Event/Conference,1,1.0,5
2025-06,Event/Conference,1,1.0,7
2025-07,Event/Conference,1,1.0,5
2025-08,Event/Conference,1,1.0,3
2025-09,Event/Conference,1,1.0,7
2025-10,Event/Conference,1,1.0,3
2025-11,Event/Conference,1,1.0,4
2023-01,Event/Conference,2,1.0,3
2023-02,Event/Conference,2,1.0,5
2023-03,Event/Conference,2,1.0,2
2023-04,Event/Conference,2,1.0,4
2023-05,Event/Conference,2,1.0,5
2023-06,Event/Conference,2,1.0,6
2023-07,Event/Conference,2,1.0,7
2023-08,Event/Conference,2,1.0,3
2023-09,Event/Conference,2,1.0,5
2023-10,Event/Conference,2,0.6666666666666666,3
2023-11,Event/Conference,2,1.0,5
2023-12,Event/Conference,2,1.0,4
2024-01,Event/Conference,2,1.0,3
2024-02,Event/Conference,2,1.0,4
2024-03,Event/Conference,2,0.75,4
2024-04,Event/Conference,2,1.0,4
2024-05,Event/Conference,2,1.0,2
2024-06,Event/Conference,2,1.0,3
2024-07,Event/Conference,2,1.0,3
2024-08,Event/Conference,2,1.0,6
2024-09,Event/Conference,2,1.0,6
2024-10,Event/Conference,2,1.0,4
2024-11,Event/Conference,2,1.0,4
2024-12,Event/Conference,2,1.0,3
2025-01,Event/Conference,2,0.0,1
2025-02,Event/Conference,2,1.0,7
2025-03,Event/Conference,2,1.0,2
2025-04,Event/Conference,2,0.5,2
2025-05,Event/Conference,2,1.0,5
2025-06,Event/Conference,2,1.0,7
2025-07,Event/Conference,2,1.0,5
2025-08,Event/Conference,2,1.0,3
2025-09,Event/Conference,2,1.0,7
2025-10,Event/Conference,2,1.0,3
2023-01,Event/Conference,3,1.0,3
2023-02,Event/Conference,3,1.0,5
2023-03,Event/Conference,3,1.0,2
2023-04,Event/Conference,3,0.75,4
2023-05,Event/Conference,3,1.0,5
2023-06,Event/Conference,3,1.0,6
2023-07,Event/Conference,3,1.0,7
2023-08,Event/Conference,3,1.0,3
2023-09,Event/Conference,3,1.0,5
2023-10,Event/Conference,3,0.6666666666666666,3
2023-11,Event/Conference,3,1.0,5
2023-12,Event/Conference,3,1.0,4
2024-01,Event/Conference,3,1.0,3
2024-02,Event/Conference,3,1.0,4
2024-03,Event/Conference,3,0.75,4
2024-04,Event/Conference,3,1.0,4
2024-05,Event/Conference,3,1.0,2
2024-06,Event/Conference,3,1.0,3
2024-07,Event/Conference,3,1.0,3
2024-08,Event/Conference,3,1.0,6
2024-09,Event/Conference,3,1.0,6
2024-10,Event/Conference,3,1.0,4
2024-11,Event/Conference,3,0.75,4
2024-12,Event/Conference,3,1.0,3
2025-01,Event/Conference,3,0.0,1
2025-02,Event/Conference,3,1.0,7
2025-03,Event/Conference,3,1.0,2
2025-04,Event/Conference,3,0.5,2
2025-05,Event/Conference,3,1.0,5
2025-06,Event/Conference,3,1.0,7
2025-07,Event/Conference,3,0.8,5
2025-08,Event/Conference,3,1.0,3
2025-09,Event/Conference,3,1.0,7
2023-01,Event/Conference,4,1.0,3
2023-02,Event/Conference,4,1.0,5
2023-03,Event/Conference,4,1.0,2
2023-04,Event/Conference,4,0.75,4
2023-05,Event/Conference,4,1.0,5
2023-06,Event/Conference,4,1.0,6
2023-07,Event/Conference,4,1.0,7
2023-08,Event/Conference,4,1.0,3
2023-09,Event/Conference,4,1.0,5
2023-10,Event/Conference,4,0.6666666666666666,3
2023-11,Event/Conference,4,1.0,5
2023-12,Event/Conference,4,1.0,4
2024-01,Event/Conference,4,1.0,3
2024-02,Event/Conference,4,1.0,4
2024-03,Event/Conference,4,0.75,4
2024-04,Event/Conference,4,1.0,4
2024-05,Event/Conference,4,1.0,2
2024-06,Event/Conference,4,1.0,3
2024-07,Event/Conference,4,1.0,3
2024-08,Event/Conference,4,1.0,6
2024-09,Event/Conference,4,1.0,6
2024-10,Event/Conference,4,1.0,4
2024-11,Event/Conference,4,0.75,4
2024-12,Event/Conference,4,1.0,3
2025-01,Event/Conference,4,0.0,1
2025-02,Event/Conference,4,1.0,7
2025-03,Event/Conference,4,1.0,2
2025-04,Event/Conference,4,0.5,2
2025-05,Event/Conference,4,1.0,5
2025-06,Event/Conference,4,1.0,7
2025-07,Event/Conference,4,0.8,5
2025-08,Event/Conference,4,1.0,3
2023-01,Event/Conference,5,1.0,3
2023-02,Event/Conference,5,1.0,5
2023-03,Event/Conference,5,1.0,2
2023-04,Event/Conference,5,0.75,4
2023-05,Event/Conference,5,1.0,5
2023-06,Event/Conference,5,1.0,6
2023-07,Event/Conference,5,1.0,7
2023-08,Event/Conference,5,1.0,3
2023-09,Event/Conference,5,1.0,5
2023-10,Event/Conference,5,0.6666666666666666,3
2023-11,Event/Conference,5,1.0,5
2023-12,Event/Conference,5,1.0,4
2024-01,Event/Conference,5,1.0,3
2024-02,Event/Conference,5,0.75,4
2024-03,Event/Conference,5,0.75,4
2024-04,Event/Conference,5,1.0,4
2024-05,Event/Conference,5,1.0,2
2024-06,Event/Conference,5,1.0,3
2024-07,Event/Conference,5,1.0,3
2024-08,Event/Conference,5,1.0,6
2024-09,Event/Conference,5,1.0,6
2024-10,Event/Conference,5,1.0,4
2024-11,Event/Conference,5,0.75,4
2024-12,Event/Conference,5,1.0,3
2025-01,Event/Conference,5,0.0,1
2025-02,Event/Conference,5,1.0,7
2025-03,Event/Conference,5,1.0,2
2025-04,Event/Conference,5,0.5,2
2025-05,Event/Conference,5,1.0,5
2025-06,Event/Conference,5,1.0,7
2025-07,Event/Conference,5,0.8,5
2023-01,Event/Conference,6,1.0,3
2023-02,Event/Conference,6,1.0,5
2023-03,Event/Conference,6,1.0,2
2023-04,Event/Conference,6,0.75,4
2023-05,Event/Conference,6,1.0,5
2023-06,Event/Conference,6,1.0,6
2023-07,Event/Conference,6,1.0,7
2023-08,Event/Conference,6,1.0,3
2023-09,Event/Conference,6,1.0,5
2023-10,Event/Conference,6,0.6666666666666666,3
2023-11,Event/Conference,6,0.8,5
2023-12,Event/Conference,6,0.75,4
2024-01,Event/Conference,6,1.0,3
2024-02,Event/Conference,6,0.75,4
2024-03,Event/Conference,6,0.75,4
2024-04,Event/Conference,6,1.0,4
2024-05,Event/Conference,6,1.0,2
2024-06,Event/Conference,6,1.0,3
2024-07,Event/Conference,6,1.0,3
2024-08,Event/Conference,6,1.0,6
2024-09,Event/Conference,6,0.8333333333333334,6
2024-10,Event/Conference,6,0.5,4
2024-11,Event/Conference,6,0.75,4
2024-12,Event/Conference,6,1.0,3
2025-01,Event/Conference,6,0.0,1
2025-02,Event/Conference,6,1.0,7
2025-03,Event/Conference,6,1.0,2
2025-04,Event/Conference,6,0.5,2
2025-05,Event/Conference,6,0.8,5
2025-06,Event/Conference,6,1.0,7
2023-01,Event/Conference,7,1.0,3
2023-02,Event/Conference,7,1.0,5
2023-03,Event/Conference,7,1.0,2
2023-04,Event/Conference,7,0.75,4
2023-05,Event/Conference,7,1.0,5
2023-06,Event/Conference,7,1.0,6
2023-07,Event/Conference,7,0.8571428571428571,7
2023-08,Event/Conference,7,0.6666666666666666,3
2023-09,Event/Conference,7,1.0,5
2023-10,Event/Conference,7,0.6666666666666666,3
2023-11,Event/Conference,7,0.8,5
2023-12,Event/Conference,7,0.75,4
2024-01,Event/Conference,7,1.0,3
2024-02,Event/Conference,7,0.75,4
2024-03,Event/Conference,7,0.75,4
2024-04,Event/Conference,7,1.0,4
2024-05,Event/Conference,7,1.0,2
2024-06,Event/Conference,7,1.0,3
2024-07,Event/Conference,7,1.0,3
2024-08,Event/Conference,7,1.0,6
2024-09,Event/Conference,7,0.8333333333333334,6
2024-10,Event/Conference,7,0.5,4
