opportunity_id,stage,entered_date,exited_date,days_in_stage
OPP-01581,Qualification,2025-08-19,2025-08-25,6.0
OPP-01582,Discovery,2025-02-08,2025-02-17,9.0
OPP-01582,Qualification,2025-02-17,2025-03-07,18.0
OPP-01582,Proof of Concept,2025-03-07,2025-03-24,17.0
OPP-01582,Negotiation,2025-03-24,2025-04-09,16.0
OPP-01583,Discovery,2025-01-04,2025-01-30,26.0
OPP-01583,Qualification,2025-01-30,2025-02-02,3.0
OPP-01583,Proof of Concept,2025-02-02,2025-02-21,19.0
OPP-01584,Discovery,2025-01-13,2025-01-19,6.0
OPP-01584,Qualification,2025-01-19,2025-01-28,9.0
OPP-01584,Proof of Concept,2025-01-28,2025-02-12,15.0
OPP-01585,Discovery,2024-07-05,2024-07-10,5.0
OPP-01585,Qualification,2024-07-10,2024-08-16,37.0
OPP-01585,Proof of Concept,2024-08-16,2024-09-04,19.0
OPP-01585,Negotiation,2024-09-04,2024-09-29,25.0
OPP-01586,Discovery,2025-08-07,2025-08-10,3.0
OPP-01586,Qualification,2025-08-10,2025-08-22,12.0
OPP-01586,Proof of Concept,2025-08-22,2025-08-24,2.0
OPP-01587,Discovery,2025-03-05,2025-03-07,2.0
OPP-01587,Qualification,2025-03-07,2025-03-23,16.0
OPP-01587,Proof of Concept,2025-03-23,2025-04-06,14.0
OPP-01588,Discovery,2025-09-19,2025-09-21,2.0
OPP-01588,Qualification,2025-09-21,2025-09-30,9.0
OPP-01589,Discovery,2025-03-22,2025-04-03,12.0
OPP-01589,Qualification,2025-04-03,2025-04-04,1.0
OPP-01589,Proof of Concept,2025-04-04,2025-04-15,11.0
OPP-01590,Discovery,2024-03-08,2024-03-10,2.0
OPP-01590,Qualification,2024-03-10,2024-03-16,6.0
OPP-01591,Discovery,2024-08-26,2024-09-17,22.0
OPP-01591,Qualification,2024-09-17,2024-10-09,22.0
OPP-01592,Discovery,2025-06-20,2025-07-28,38.0
OPP-01592,Qualification,2025-07-28,2025-07-31,3.0
OPP-01593,Discovery,2025-03-14,2025-04-04,21.0
OPP-01594,Discovery,2024-10-25,2024-11-04,10.0
OPP-01594,Qualification,2024-11-04,2024-11-15,11.0
OPP-01594,Proof of Concept,2024-11-15,2024-11-26,11.0
OPP-01594,Negotiation,2024-11-26,2024-12-07,11.0
OPP-01595,Discovery,2023-12-18,2023-12-24,6.0
OPP-01595,Qualification,2023-12-24,2023-12-25,1.0
OPP-01595,Proof of Concept,2023-12-25,2024-01-27,33.0
OPP-01596,Discovery,2025-02-07,2025-02-25,18.0
OPP-01597,Discovery,2024-01-09,2024-01-23,14.0
OPP-01597,Qualification,2024-01-23,2024-02-03,11.0
OPP-01598,Discovery,2025-04-12,2025-04-29,17.0
OPP-01598,Qualification,2025-04-29,2025-05-04,5.0
OPP-01598,Proof of Concept,2025-05-04,2025-06-07,34.0
OPP-01599,Discovery,2024-01-23,2024-02-01,9.0
OPP-01599,Qualification,2024-02-01,2024-02-17,16.0
OPP-01600,Discovery,2025-08-24,2025-08-27,3.0
OPP-01601,Discovery,2024-02-18,2024-02-27,9.0
OPP-01601,Qualification,2024-02-27,2024-03-25,27.0
OPP-01602,Discovery,2025-03-04,2025-03-13,9.0
OPP-01602,Qualification,2025-03-13,2025-04-01,19.0
OPP-01602,Proof of Concept,2025-04-01,2025-04-13,12.0
OPP-01603,Discovery,2024-11-28,2024-12-01,3.0
OPP-01603,Qualification,2024-12-01,2024-12-13,12.0
OPP-01604,Discovery,2025-04-30,2025-05-03,3.0
OPP-01604,Qualification,2025-05-03,2025-05-21,18.0
OPP-01605,Discovery,2024-02-20,2024-02-26,6.0
OPP-01605,Qualification,2024-02-26,2024-03-04,7.0
OPP-01606,Discovery,2024-02-09,2024-02-10,1.0
OPP-01606,Qualification,2024-02-10,2024-03-02,21.0
OPP-01606,Proof of Concept,2024-03-02,2024-04-10,39.0
OPP-01606,Negotiation,2024-04-10,2024-04-29,19.0
OPP-01607,Discovery,2024-07-07,2024-07-09,2.0
OPP-01607,Qualification,2024-07-09,2024-08-01,23.0
OPP-01607,Proof of Concept,2024-08-01,2024-10-14,74.0
OPP-01607,Negotiation,2024-10-14,2024-10-20,6.0
OPP-01608,Discovery,2024-06-11,2024-06-13,2.0
OPP-01609,Discovery,2024-07-21,2024-07-29,8.0
OPP-01610,Discovery,2025-07-03,2025-07-09,6.0
OPP-01610,Qualification,2025-07-09,2025-07-18,9.0
OPP-01610,Proof of Concept,2025-07-18,2025-08-27,40.0
OPP-01611,Discovery,2025-06-19,2025-06-24,5.0
OPP-01611,Qualification,2025-06-24,2025-07-10,16.0
OPP-01612,Discovery,2025-01-28,2025-02-13,16.0
OPP-01612,Qualification,2025-02-13,2025-03-12,27.0
OPP-01612,Proof of Concept,2025-03-12,2025-04-29,48.0
OPP-01613,Discovery,2025-02-12,2025-02-20,8.0
OPP-01613,Qualification,2025-02-20,2025-02-25,5.0
OPP-01613,Proof of Concept,2025-02-25,2025-03-11,14.0
OPP-01614,Discovery,2025-10-08,2025-10-24,16.0
OPP-01615,Discovery,2024-03-13,2024-03-31,18.0
OPP-01615,Qualification,2024-03-31,2024-04-06,6.0
OPP-01615,Proof of Concept,2024-04-06,2024-07-23,108.0
OPP-01616,Discovery,2025-02-16,2025-02-26,10.0
OPP-01616,Qualification,2025-02-26,2025-02-28,2.0
OPP-01616,Proof of Concept,2025-02-28,2025-03-05,5.0
OPP-01617,Discovery,2023-12-09,2023-12-23,14.0
OPP-01617,Qualification,2023-12-23,2023-12-31,8.0
OPP-01617,Proof of Concept,2023-12-31,2024-01-09,9.0
OPP-01618,Discovery,2024-09-30,2024-10-05,5.0
OPP-01618,Qualification,2024-10-05,2024-10-07,2.0
OPP-01618,Proof of Concept,2024-10-07,2024-11-23,47.0
OPP-01619,Discovery,2024-11-29,2024-12-01,2.0
OPP-01619,Qualification,2024-12-01,2024-12-03,2.0
OPP-01619,Proof of Concept,2024-12-03,2024-12-16,13.0
OPP-01620,Discovery,2024-08-26,2024-09-09,14.0
OPP-01621,Discovery,2025-09-14,2025-09-20,6.0
OPP-01622,Discovery,2025-11-28,2025-12-02,4.0
OPP-01622,Qualification,2025-12-02,2025-12-18,16.0
OPP-01623,Discovery,2024-07-18,2024-07-20,2.0
OPP-01623,Qualification,2024-07-20,2024-07-28,8.0
OPP-01624,Discovery,2024-12-08,2024-12-18,10.0
OPP-01624,Qualification,2024-12-18,2024-12-31,13.0
OPP-01624,Proof of Concept,2024-12-31,2025-01-11,11.0
OPP-01625,Discovery,2024-11-10,2024-11-14,4.0
OPP-01626,Discovery,2025-02-26,2025-03-08,10.0
OPP-01626,Qualification,2025-03-08,2025-03-22,14.0
OPP-01626,Proof of Concept,2025-03-22,2025-03-25,3.0
OPP-01627,Discovery,2025-07-09,2025-07-18,9.0
OPP-01627,Qualification,2025-07-18,2025-07-21,3.0
OPP-01627,Proof of Concept,2025-07-21,2025-07-31,10.0
OPP-01628,Discovery,2025-03-23,2025-03-28,5.0
OPP-01628,Qualification,2025-03-28,2025-04-16,19.0
OPP-01628,Proof of Concept,2025-04-16,2025-04-21,5.0
OPP-01629,Discovery,2025-04-24,2025-04-29,5.0
OPP-01629,Qualification,2025-04-29,2025-05-02,3.0
OPP-01629,Proof of Concept,2025-05-02,2025-05-30,28.0
OPP-01630,Discovery,2025-04-15,2025-05-05,20.0
OPP-01630,Qualification,2025-05-05,2025-05-21,16.0
OPP-01630,Proof of Concept,2025-05-21,2025-06-01,11.0
OPP-01631,Discovery,2024-07-31,2024-08-06,6.0
OPP-01631,Qualification,2024-08-06,2024-08-15,9.0
OPP-01631,Proof of Concept,2024-08-15,2024-08-22,7.0
OPP-01632,Discovery,2024-02-01,2024-02-20,19.0
OPP-01632,Qualification,2024-02-20,2024-03-04,13.0
OPP-01632,Proof of Concept,2024-03-04,2024-03-12,8.0
OPP-01633,Discovery,2025-08-27,2025-09-02,6.0
OPP-01633,Qualification,2025-09-02,2025-09-11,9.0
OPP-01633,Proof of Concept,2025-09-11,2025-10-06,25.0
OPP-01634,Discovery,2025-07-22,2025-07-24,2.0
OPP-01634,Qualification,2025-07-24,2025-07-29,5.0
OPP-01634,Proof of Concept,2025-07-29,2025-10-21,84.0
OPP-01635,Discovery,2025-10-14,2025-10-29,15.0
OPP-01635,Qualification,2025-10-29,2025-11-11,13.0
OPP-01636,Discovery,2024-08-12,2024-09-01,20.0
OPP-01636,Qualification,2024-09-01,2024-09-05,4.0
OPP-01637,Discovery,2024-10-22,2024-10-30,8.0
OPP-01637,Qualification,2024-10-30,2024-11-08,9.0
OPP-01637,Proof of Concept,2024-11-08,2024-11-28,20.0
OPP-01638,Discovery,2024-03-12,2024-03-20,8.0
OPP-01638,Qualification,2024-03-20,2024-04-03,14.0
OPP-01638,Proof of Concept,2024-04-03,2024-04-18,15.0
OPP-01639,Discovery,2024-02-10,2024-02-16,6.0
OPP-01639,Qualification,2024-02-16,2024-03-01,14.0
OPP-01639,Proof of Concept,2024-03-01,2024-04-02,32.0
OPP-01640,Discovery,2024-08-26,2024-09-08,13.0
OPP-01641,Discovery,2024-10-05,2024-10-17,12.0
OPP-01642,Discovery,2025-09-19,2025-09-24,5.0
OPP-01642,Qualification,2025-09-24,2025-09-25,1.0
OPP-01643,Discovery,2024-11-05,2024-11-10,5.0
OPP-01643,Qualification,2024-11-10,2024-11-14,4.0
OPP-01644,Discovery,2024-09-16,2024-09-26,10.0
OPP-01644,Qualification,2024-09-26,2024-10-05,9.0
OPP-01644,Proof of Concept,2024-10-05,2024-10-17,12.0
OPP-01645,Discovery,2024-06-08,2024-06-14,6.0
OPP-01645,Qualification,2024-06-14,2024-06-25,11.0
OPP-01645,Proof of Concept,2024-06-25,2024-07-07,12.0
OPP-01646,Discovery,2025-06-23,2025-06-25,2.0
OPP-01647,Discovery,2025-09-08,2025-09-11,3.0
OPP-01647,Qualification,2025-09-11,2025-09-19,8.0
OPP-01648,Discovery,2024-02-20,2024-02-27,7.0
OPP-01648,Qualification,2024-02-27,2024-03-06,8.0
OPP-01648,Proof of Concept,2024-03-06,2024-03-31,25.0
OPP-01649,Discovery,2024-03-18,2024-03-27,9.0
OPP-01649,Qualification,2024-03-27,2024-03-31,4.0
OPP-01650,Discovery,2024-05-29,2024-06-23,25.0
OPP-01651,Discovery,2025-04-13,2025-04-20,7.0
OPP-01651,Qualification,2025-04-20,2025-04-21,1.0
OPP-01651,Proof of Concept,2025-04-21,2025-04-29,8.0
OPP-01652,Discovery,2024-05-07,2024-05-13,6.0
OPP-01653,Discovery,2025-04-24,2025-05-04,10.0
OPP-01654,Discovery,2024-07-03,2024-07-08,5.0
OPP-01654,Qualification,2024-07-08,2024-07-14,6.0
OPP-01655,Discovery,2024-02-09,2024-02-14,5.0
OPP-01655,Qualification,2024-02-14,2024-02-27,13.0
OPP-01656,Discovery,2025-10-31,2025-11-02,2.0
OPP-01657,Discovery,2024-09-19,2024-09-30,11.0
OPP-01658,Discovery,2024-01-22,2024-02-08,17.0
OPP-01658,Qualification,2024-02-08,2024-02-15,7.0
OPP-01658,Proof of Concept,2024-02-15,2024-03-04,18.0
OPP-01658,Negotiation,2024-03-04,2024-04-09,36.0
OPP-01659,Discovery,2025-04-04,2025-04-18,14.0
OPP-01659,Qualification,2025-04-18,2025-04-20,2.0
OPP-01660,Discovery,2023-12-22,2024-01-03,12.0
OPP-01661,Discovery,2024-11-01,2024-11-07,6.0
OPP-01662,Discovery,2024-05-16,2024-05-19,3.0
OPP-01663,Discovery,2024-12-02,2024-12-11,9.0
OPP-01663,Qualification,2024-12-11,2024-12-19,8.0
OPP-01663,Proof of Concept,2024-12-19,2025-02-21,64.0
OPP-01664,Discovery,2025-06-17,2025-06-19,2.0
OPP-01665,Discovery,2024-10-10,2024-10-20,10.0
OPP-01665,Qualification,2024-10-20,2024-10-31,11.0
OPP-01665,Proof of Concept,2024-10-31,2024-11-10,10.0
OPP-01666,Discovery,2025-05-25,2025-05-29,4.0
OPP-01666,Qualification,2025-05-29,2025-06-03,5.0
OPP-01666,Proof of Concept,2025-06-03,2025-06-21,18.0
OPP-01667,Discovery,2025-05-03,2025-05-08,5.0
OPP-01668,Discovery,2025-11-05,2025-11-08,3.0
OPP-01669,Discovery,2025-04-24,2025-05-01,7.0
OPP-01669,Qualification,2025-05-01,2025-05-17,16.0
OPP-01669,Proof of Concept,2025-05-17,2025-06-01,15.0
OPP-01669,Negotiation,2025-06-01,2025-06-09,8.0
OPP-01670,Discovery,2024-06-15,2024-06-16,1.0
OPP-01670,Qualification,2024-06-16,2024-06-24,8.0
OPP-01671,Discovery,2024-08-08,2024-08-12,4.0
OPP-01671,Qualification,2024-08-12,2024-09-01,20.0
OPP-01672,Discovery,2024-06-14,2024-06-16,2.0
OPP-01673,Discovery,2025-04-29,2025-05-30,31.0
OPP-01674,Discovery,2025-04-03,2025-04-06,3.0
OPP-01674,Qualification,2025-04-06,2025-04-26,20.0
OPP-01675,Discovery,2024-10-18,2024-11-03,16.0
OPP-01675,Qualification,2024-11-03,2024-12-18,45.0
OPP-01676,Discovery,2024-03-28,2024-04-19,22.0
OPP-01676,Qualification,2024-04-19,2024-04-28,9.0
OPP-01677,Discovery,2024-10-29,2024-11-01,3.0
OPP-01678,Discovery,2024-08-24,2024-09-02,9.0
OPP-01679,Discovery,2024-11-26,2024-12-01,5.0
OPP-01679,Qualification,2024-12-01,2024-12-09,8.0
OPP-01679,Proof of Concept,2024-12-09,2025-02-13,66.0
OPP-01680,Discovery,2025-08-18,2025-09-03,16.0
OPP-01680,Qualification,2025-09-03,2025-09-10,7.0
OPP-01680,Proof of Concept,2025-09-10,2025-10-10,30.0
OPP-01680,Negotiation,2025-10-10,2025-10-27,17.0
OPP-01681,Discovery,2024-05-27,2024-05-29,2.0
OPP-01682,Discovery,2025-07-23,2025-07-28,5.0
OPP-01682,Qualification,2025-07-28,2025-07-30,2.0
OPP-01682,Proof of Concept,2025-07-30,2025-08-01,2.0
OPP-01683,Discovery,2025-01-24,2025-01-31,7.0
OPP-01683,Qualification,2025-01-31,2025-02-06,6.0
OPP-01684,Discovery,2024-03-13,2024-03-17,4.0
OPP-01684,Qualification,2024-03-17,2024-04-08,22.0
OPP-01684,Proof of Concept,2024-04-08,2024-05-12,34.0
OPP-01685,Discovery,2024-04-24,2024-05-09,15.0
OPP-01686,Discovery,2024-09-18,2024-09-24,6.0
OPP-01687,Discovery,2025-05-16,2025-06-04,19.0
OPP-01687,Qualification,2025-06-04,2025-06-13,9.0
OPP-01687,Proof of Concept,2025-06-13,2025-10-04,113.0
OPP-01688,Discovery,2025-10-07,2025-10-15,8.0
OPP-01688,Qualification,2025-10-15,2025-11-15,31.0
OPP-01689,Discovery,2024-07-21,2024-07-30,9.0
OPP-01689,Qualification,2024-07-30,2024-08-05,6.0
OPP-01690,Discovery,2024-02-08,2024-02-10,2.0
OPP-01690,Qualification,2024-02-10,2024-02-24,14.0
OPP-01690,Proof of Concept,2024-02-24,2024-03-03,8.0
OPP-01691,Discovery,2024-03-27,2024-04-07,11.0
OPP-01691,Qualification,2024-04-07,2024-04-10,3.0
OPP-01691,Proof of Concept,2024-04-10,2024-04-23,13.0
OPP-01692,Discovery,2024-07-28,2024-08-12,15.0
OPP-01692,Qualification,2024-08-12,2024-09-10,29.0
OPP-01693,Discovery,2024-08-31,2024-09-04,4.0
OPP-01693,Qualification,2024-09-04,2024-09-11,7.0
OPP-01693,Proof of Concept,2024-09-11,2024-10-04,23.0
OPP-01694,Discovery,2024-10-01,2024-10-07,6.0
OPP-01694,Qualification,2024-10-07,2024-11-11,35.0
OPP-01695,Discovery,2025-02-27,2025-02-28,1.0
OPP-01695,Qualification,2025-02-28,2025-03-06,6.0
OPP-01696,Discovery,2024-01-31,2024-02-06,6.0
OPP-01696,Qualification,2024-02-06,2024-02-17,11.0
OPP-01697,Discovery,2024-07-18,2024-07-23,5.0
OPP-01697,Qualification,2024-07-23,2024-07-24,1.0
OPP-01697,Proof of Concept,2024-07-24,2024-08-20,27.0
OPP-01698,Discovery,2024-05-17,2024-05-22,5.0
OPP-01698,Qualification,2024-05-22,2024-05-26,4.0
OPP-01699,Discovery,2024-01-31,2024-02-05,5.0
OPP-01700,Discovery,2025-10-02,2025-10-06,4.0
OPP-01700,Qualification,2025-10-06,2025-10-11,5.0
OPP-01700,Proof of Concept,2025-10-11,2025-10-26,15.0
OPP-01701,Discovery,2024-08-24,2024-09-15,22.0
OPP-01701,Qualification,2024-09-15,2024-09-28,13.0
OPP-01701,Proof of Concept,2024-09-28,2024-10-29,31.0
OPP-01702,Discovery,2024-10-04,2024-10-21,17.0
OPP-01702,Qualification,2024-10-21,2024-11-13,23.0
OPP-01702,Proof of Concept,2024-11-13,2024-11-22,9.0
OPP-01703,Discovery,2023-12-09,2023-12-14,5.0
OPP-01703,Qualification,2023-12-14,2023-12-21,7.0
OPP-01703,Proof of Concept,2023-12-21,2024-01-03,13.0
OPP-01704,Discovery,2025-01-14,2025-01-18,4.0
OPP-01704,Qualification,2025-01-18,2025-01-25,7.0
OPP-01704,Proof of Concept,2025-01-25,2025-02-07,13.0
OPP-01705,Discovery,2024-05-28,2024-06-06,9.0
OPP-01705,Qualification,2024-06-06,2024-06-28,22.0
OPP-01705,Proof of Concept,2024-06-28,2024-07-14,16.0
OPP-01706,Discovery,2024-12-24,2024-12-30,6.0
OPP-01706,Qualification,2024-12-30,2025-01-27,28.0
OPP-01706,Proof of Concept,2025-01-27,2025-03-14,46.0
OPP-01707,Discovery,2025-05-21,2025-05-26,5.0
OPP-01708,Discovery,2025-09-16,2025-09-24,8.0
OPP-01708,Qualification,2025-09-24,2025-09-27,3.0
OPP-01708,Proof of Concept,2025-09-27,2025-11-29,63.0
OPP-01709,Discovery,2024-09-09,2024-09-20,11.0
OPP-01710,Discovery,2025-04-12,2025-04-22,10.0
OPP-01710,Qualification,2025-04-22,2025-05-02,10.0
OPP-01710,Proof of Concept,2025-05-02,2025-05-09,7.0
OPP-01710,Negotiation,2025-05-09,2025-05-19,10.0
OPP-01711,Discovery,2025-05-22,2025-05-24,2.0
OPP-01712,Discovery,2025-06-01,2025-06-05,4.0
OPP-01712,Qualification,2025-06-05,2025-06-13,8.0
OPP-01713,Discovery,2025-09-07,2025-09-20,13.0
OPP-01714,Discovery,2024-08-20,2024-08-27,7.0
OPP-01714,Qualification,2024-08-27,2024-09-06,10.0
OPP-01715,Discovery,2024-01-03,2024-01-11,8.0
OPP-01715,Qualification,2024-01-11,2024-01-24,13.0
OPP-01715,Proof of Concept,2024-01-24,2024-02-09,16.0
OPP-01716,Discovery,2025-09-14,2025-09-16,2.0
OPP-01717,Discovery,2024-08-14,2024-08-18,4.0
OPP-01717,Qualification,2024-08-18,2024-08-25,7.0
OPP-01718,Discovery,2024-05-17,2024-05-18,1.0
OPP-01718,Qualification,2024-05-18,2024-05-24,6.0
OPP-01718,Proof of Concept,2024-05-24,2024-06-02,9.0
OPP-01719,Discovery,2023-12-08,2023-12-11,3.0
OPP-01719,Qualification,2023-12-11,2024-01-16,36.0
OPP-01720,Discovery,2024-09-20,2024-10-12,22.0
OPP-01720,Qualification,2024-10-12,2024-10-22,10.0
OPP-01720,Proof of Concept,2024-10-22,2024-11-26,35.0
OPP-01720,Negotiation,2024-11-26,2025-03-03,97.0
OPP-01721,Discovery,2024-01-19,2024-01-24,5.0
OPP-01721,Qualification,2024-01-24,2024-02-08,15.0
OPP-01721,Proof of Concept,2024-02-08,2024-02-12,4.0
OPP-01722,Discovery,2023-12-12,2023-12-13,1.0
OPP-01722,Qualification,2023-12-13,2023-12-16,3.0
OPP-01722,Proof of Concept,2023-12-16,2024-01-16,31.0
OPP-01723,Discovery,2024-04-04,2024-04-25,21.0
OPP-01723,Qualification,2024-04-25,2024-05-17,22.0
OPP-01723,Proof of Concept,2024-05-17,2024-06-18,32.0
OPP-01724,Discovery,2025-01-24,2025-01-28,4.0
OPP-01724,Qualification,2025-01-28,2025-02-07,10.0
OPP-01724,Proof of Concept,2025-02-07,2025-02-19,12.0
OPP-01724,Negotiation,2025-02-19,2025-03-02,11.0
OPP-01725,Discovery,2024-03-25,2024-03-29,4.0
OPP-01725,Qualification,2024-03-29,2024-04-05,7.0
OPP-01726,Discovery,2025-02-05,2025-02-14,9.0
OPP-01726,Qualification,2025-02-14,2025-03-18,32.0
OPP-01726,Proof of Concept,2025-03-18,2025-03-27,9.0
OPP-01727,Discovery,2025-02-16,2025-03-04,16.0
OPP-01727,Qualification,2025-03-04,2025-03-29,25.0
OPP-01727,Proof of Concept,2025-03-29,2025-04-14,16.0
OPP-01727,Negotiation,2025-04-14,2025-05-08,24.0
OPP-01728,Discovery,2024-05-13,2024-05-24,11.0
OPP-01728,Qualification,2024-05-24,2024-06-06,13.0
OPP-01728,Proof of Concept,2024-06-06,2024-06-30,24.0
OPP-01728,Negotiation,2024-06-30,2024-07-19,19.0
OPP-01729,Discovery,2024-05-27,2024-06-05,9.0
OPP-01729,Qualification,2024-06-05,2024-06-12,7.0
OPP-01730,Discovery,2024-11-23,2024-11-28,5.0
OPP-01730,Qualification,2024-11-28,2024-12-19,21.0
OPP-01730,Proof of Concept,2024-12-19,2025-01-03,15.0
OPP-01731,Discovery,2025-02-10,2025-02-14,4.0
OPP-01731,Qualification,2025-02-14,2025-03-03,17.0
OPP-01731,Proof of Concept,2025-03-03,2025-03-14,11.0
OPP-01732,Discovery,2024-09-20,2024-10-01,11.0
OPP-01733,Discovery,2024-10-30,2024-11-08,9.0
OPP-01733,Qualification,2024-11-08,2024-11-11,3.0
OPP-01734,Discovery,2025-06-03,2025-06-07,4.0
OPP-01734,Qualification,2025-06-07,2025-06-14,7.0
OPP-01735,Discovery,2024-03-08,2024-03-20,12.0
OPP-01736,Discovery,2025-12-09,2025-12-15,6.0
OPP-01736,Qualification,2025-12-15,2025-12-20,5.0
OPP-01737,Discovery,2025-01-17,2025-01-24,7.0
OPP-01738,Discovery,2025-03-11,2025-03-15,4.0
OPP-01739,Discovery,2024-04-07,2024-04-17,10.0
OPP-01740,Discovery,2025-03-14,2025-03-17,3.0
OPP-01741,Discovery,2025-11-24,2025-11-30,6.0
OPP-01741,Qualification,2025-11-30,2025-12-12,12.0
OPP-01742,Discovery,2024-01-10,2024-01-14,4.0
OPP-01742,Qualification,2024-01-14,2024-01-19,5.0
OPP-01742,Proof of Concept,2024-01-19,2024-02-13,25.0
OPP-01743,Discovery,2025-08-17,2025-08-25,8.0
OPP-01743,Qualification,2025-08-25,2025-09-04,10.0
OPP-01743,Proof of Concept,2025-09-04,2025-09-17,13.0
OPP-01744,Discovery,2025-01-31,2025-02-08,8.0
OPP-01744,Qualification,2025-02-08,2025-03-17,37.0
OPP-01745,Discovery,2024-07-31,2024-08-01,1.0
OPP-01745,Qualification,2024-08-01,2024-08-18,17.0
OPP-01745,Proof of Concept,2024-08-18,2024-09-02,15.0
OPP-01746,Discovery,2024-04-07,2024-04-12,5.0
OPP-01746,Qualification,2024-04-12,2024-04-27,15.0
OPP-01746,Proof of Concept,2024-04-27,2024-07-25,89.0
OPP-01747,Discovery,2025-03-16,2025-03-24,8.0
OPP-01748,Discovery,2024-07-05,2024-07-09,4.0
OPP-01749,Discovery,2024-04-16,2024-04-26,10.0
OPP-01749,Qualification,2024-04-26,2024-05-11,15.0
OPP-01750,Discovery,2024-04-13,2024-04-20,7.0
OPP-01750,Qualification,2024-04-20,2024-04-26,6.0
OPP-01750,Proof of Concept,2024-04-26,2024-05-12,16.0
OPP-01751,Discovery,2024-03-22,2024-03-31,9.0
OPP-01751,Qualification,2024-03-31,2024-04-08,8.0
OPP-01752,Discovery,2024-03-08,2024-03-15,7.0
OPP-01752,Qualification,2024-03-15,2024-03-22,7.0
OPP-01752,Proof of Concept,2024-03-22,2024-04-21,30.0
OPP-01752,Negotiation,2024-04-21,2024-06-11,51.0
OPP-01753,Discovery,2025-08-21,2025-08-28,7.0
OPP-01753,Qualification,2025-08-28,2025-09-09,12.0
OPP-01753,Proof of Concept,2025-09-09,2025-10-02,23.0
OPP-01754,Discovery,2024-08-13,2024-08-15,2.0
OPP-01754,Qualification,2024-08-15,2024-08-19,4.0
OPP-01755,Discovery,2025-06-12,2025-06-22,10.0
OPP-01755,Qualification,2025-06-22,2025-06-27,5.0
OPP-01756,Discovery,2025-10-20,2025-11-08,19.0
OPP-01756,Qualification,2025-11-08,2025-11-20,12.0
OPP-01756,Proof of Concept,2025-11-20,2025-12-05,15.0
OPP-01757,Discovery,2025-01-20,2025-01-31,11.0
OPP-01757,Qualification,2025-01-31,2025-02-01,1.0
OPP-01757,Proof of Concept,2025-02-01,2025-02-26,25.0
OPP-01758,Discovery,2025-11-28,2025-12-02,4.0
OPP-01758,Qualification,2025-12-02,2025-12-04,2.0
OPP-01759,Discovery,2024-04-11,2024-04-19,8.0
OPP-01759,Qualification,2024-04-19,2024-04-26,7.0
OPP-01759,Proof of Concept,2024-04-26,2024-05-17,21.0
OPP-01759,Negotiation,2024-05-17,2024-05-22,5.0
OPP-01760,Discovery,2025-11-06,2025-11-19,13.0
OPP-01760,Qualification,2025-11-19,2025-11-21,2.0
OPP-01761,Discovery,2024-07-29,2024-07-31,2.0
OPP-01762,Discovery,2025-05-13,2025-06-07,25.0
OPP-01763,Discovery,2024-12-29,2025-01-02,4.0
OPP-01764,Discovery,2025-05-15,2025-05-19,4.0
OPP-01764,Qualification,2025-05-19,2025-05-24,5.0
OPP-01764,Proof of Concept,2025-05-24,2025-05-30,6.0
OPP-01765,Discovery,2025-02-26,2025-03-06,8.0
OPP-01765,Qualification,2025-03-06,2025-03-20,14.0
OPP-01765,Proof of Concept,2025-03-20,2025-03-28,8.0
OPP-01766,Discovery,2024-06-23,2024-07-10,17.0
OPP-01766,Qualification,2024-07-10,2024-07-28,18.0
OPP-01767,Discovery,2024-08-23,2024-08-27,4.0
OPP-01767,Qualification,2024-08-27,2024-09-14,18.0
OPP-01767,Proof of Concept,2024-09-14,2024-09-19,5.0
OPP-01768,Discovery,2024-01-01,2024-01-02,1.0
OPP-01768,Qualification,2024-01-02,2024-01-14,12.0
OPP-01769,Discovery,2024-08-05,2024-08-08,3.0
OPP-01770,Discovery,2024-03-29,2024-04-02,4.0
OPP-01770,Qualification,2024-04-02,2024-04-12,10.0
OPP-01771,Discovery,2024-07-04,2024-07-15,11.0
OPP-01771,Qualification,2024-07-15,2024-08-04,20.0
OPP-01771,Proof of Concept,2024-08-04,2024-10-15,72.0
OPP-01772,Discovery,2024-03-07,2024-04-02,26.0
OPP-01772,Qualification,2024-04-02,2024-04-19,17.0
OPP-01773,Discovery,2024-06-07,2024-06-20,13.0
OPP-01773,Qualification,2024-06-20,2024-07-10,20.0
OPP-01773,Proof of Concept,2024-07-10,2024-07-26,16.0
OPP-01774,Discovery,2024-09-07,2024-09-11,4.0
OPP-01775,Discovery,2024-11-12,2024-11-17,5.0
OPP-01776,Discovery,2023-12-14,2023-12-18,4.0
OPP-01776,Qualification,2023-12-18,2024-01-12,25.0
OPP-01776,Proof of Concept,2024-01-12,2024-01-28,16.0
OPP-01777,Discovery,2024-12-02,2024-12-15,13.0
OPP-01777,Qualification,2024-12-15,2024-12-24,9.0
OPP-01778,Discovery,2024-07-04,2024-07-10,6.0
OPP-01778,Qualification,2024-07-10,2024-07-13,3.0
OPP-01778,Proof of Concept,2024-07-13,2024-07-17,4.0
OPP-01779,Discovery,2024-06-16,2024-06-21,5.0
OPP-01780,Discovery,2024-03-27,2024-04-03,7.0
OPP-01781,Discovery,2025-05-15,2025-05-22,7.0
OPP-01781,Qualification,2025-05-22,2025-06-07,16.0
OPP-01781,Proof of Concept,2025-06-07,2025-09-12,97.0
OPP-01781,Negotiation,2025-09-12,2025-10-13,31.0
