snapshot_date,opportunity_id,stage_at_snapshot,amount,forecast_category,expected_close_date
2025-04-01,OPP-00506,Negotiation,24480.0,Commit,2025-04-20
2025-04-01,OPP-00507,Proof of Concept,51000.0,Best Case,2025-04-08
2025-04-01,OPP-00508,Proof of Concept,8400.0,Best Case,2025-04-27
2025-04-01,OPP-00509,Proof of Concept,4800.0,Best Case,2025-04-19
2025-04-01,OPP-00510,Negotiation,9600.0,Commit,2025-04-20
2025-04-01,OPP-00511,Proof of Concept,11520.0,Best Case,2025-04-15
2025-04-01,OPP-00512,Negotiation,97920.0,Commit,2025-04-24
2025-04-01,OPP-00513,Proof of Concept,5400.0,Best Case,2025-05-02
2025-04-01,OPP-00515,Proof of Concept,28800.0,Best Case,2025-05-20
2025-04-01,OPP-00516,Qualification,178560.0,Pipeline,2025-05-16
2025-04-01,OPP-00517,Discovery,4200.0,Pipeline,2025-05-21
2025-04-01,OPP-00519,Proof of Concept,50400.0,Best Case,2025-05-18
2025-04-01,OPP-00520,Proof of Concept,63360.0,Best Case,2025-05-09
2025-04-01,OPP-00522,Proof of Concept,96000.0,Best Case,2025-05-16
2025-04-01,OPP-00523,Negotiation,83520.0,Commit,2025-05-06
2025-04-01,OPP-00524,Proof of Concept,46080.0,Best Case,2025-05-16
2025-04-01,OPP-00525,Qualification,20160.0,Pipeline,2025-05-07
2025-04-01,OPP-00527,Proof of Concept,77760.0,Best Case,2025-05-12
2025-04-01,OPP-00529,Negotiation,42600.0,Commit,2025-05-02
2025-04-01,OPP-00537,Proof of Concept,240000.0,Best Case,2025-06-14
2025-04-01,OPP-00540,Qualification,87840.0,Pipeline,2025-06-11
2025-04-01,OPP-00542,Discovery,21000.0,Pipeline,2025-06-13
2025-04-01,OPP-00543,Proof of Concept,80640.0,Best Case,2025-06-08
2025-04-01,OPP-00547,Qualification,449280.0,Pipeline,2025-06-13
2025-04-01,OPP-00550,Proof of Concept,25920.0,Best Case,2025-07-14
2025-04-01,OPP-00567,Discovery,387000.0,Pipeline,2025-07-26
2025-04-01,OPP-00599,Discovery,162000.0,Pipeline,2025-09-15
2025-04-01,OPP-00666,Negotiation,82215.0,Commit,2025-12-19
2025-04-01,OPP-00671,Proof of Concept,201910.0,Best Case,2025-12-11
2025-04-01,OPP-00672,Negotiation,25949.0,Commit,2025-12-11
2025-04-01,OPP-00673,Negotiation,177577.0,Commit,2025-12-11
2025-04-01,OPP-00674,Negotiation,193751.0,Commit,2025-12-19
2025-04-01,OPP-00677,Negotiation,32624.0,Commit,2025-12-11
2025-04-01,OPP-00679,Negotiation,118336.0,Commit,2025-12-19
2025-04-01,OPP-00682,Proof of Concept,192206.0,Best Case,2025-12-11
2025-04-01,OPP-00685,Negotiation,184641.0,Commit,2025-12-11
2025-04-01,OPP-00693,Proof of Concept,83987.0,Best Case,2025-12-19
2025-04-01,OPP-00696,Negotiation,43110.0,Commit,2025-12-11
2025-04-01,OPP-00705,Qualification,37907.0,Pipeline,2025-12-11
2025-04-01,OPP-00706,Negotiation,166692.0,Commit,2025-12-19
2025-04-01,OPP-00708,Negotiation,81137.0,Commit,2025-12-11
2025-04-01,OPP-00714,Qualification,238736.0,Pipeline,2025-12-11
2025-04-01,OPP-00724,Negotiation,201103.0,Commit,2025-12-19
2025-04-01,OPP-00725,Negotiation,236735.0,Commit,2025-12-11
2025-04-01,OPP-00735,Proof of Concept,241534.0,Best Case,2025-12-11
2025-04-01,OPP-00744,Negotiation,133127.0,Commit,2025-12-11
2025-04-01,OPP-00745,Negotiation,14449.0,Commit,2025-12-11
2025-04-01,OPP-00750,Discovery,86337.0,Pipeline,2025-12-26
2025-04-01,OPP-00757,Proof of Concept,232672.0,Best Case,2025-12-19
2025-04-01,OPP-00758,Negotiation,192455.0,Commit,2025-12-11
2025-04-01,OPP-00759,Negotiation,241631.0,Commit,2025-12-19
2025-04-01,OPP-00765,Proof of Concept,195132.0,Best Case,2025-12-19
2025-04-01,OPP-00773,Negotiation,101440.0,Commit,2025-12-11
2025-04-01,OPP-00774,Negotiation,242994.0,Commit,2025-12-11
2025-04-01,OPP-00776,Negotiation,117347.0,Commit,2025-12-11
2025-04-01,OPP-00780,Negotiation,23164.0,Commit,2025-12-19
2025-04-01,OPP-00783,Proof of Concept,82084.0,Best Case,2025-12-11
2025-04-01,OPP-00789,Qualification,121786.0,Pipeline,2025-12-26
2025-04-01,OPP-00790,Negotiation,158479.0,Commit,2025-12-11
2025-04-01,OPP-00791,Negotiation,62861.0,Commit,2025-12-11
2025-04-01,OPP-00793,Proof of Concept,53998.0,Best Case,2025-12-19
2025-04-01,OPP-00796,Proof of Concept,40592.0,Best Case,2025-12-11
2025-04-01,OPP-00801,Proof of Concept,210223.0,Best Case,2025-12-11
2025-04-01,OPP-00803,Negotiation,23889.0,Commit,2025-12-11
2025-04-01,OPP-00806,Negotiation,179715.0,Commit,2025-12-11
2025-04-01,OPP-00813,Negotiation,186533.0,Commit,2025-12-11
2025-04-01,OPP-00835,Proof of Concept,22635.0,Best Case,2025-05-01
2025-04-01,OPP-00897,Qualification,213965.0,Pipeline,2025-06-10
2025-04-01,OPP-00953,Qualification,236437.0,Pipeline,2025-07-21
2025-04-01,OPP-00970,Qualification,74747.0,Pipeline,2025-05-11
2025-04-01,OPP-00984,Proof of Concept,125761.0,Best Case,2025-04-02
2025-04-01,OPP-00995,Proof of Concept,197483.0,Best Case,2025-05-08
2025-04-01,OPP-01043,Discovery,151818.0,Pipeline,2025-04-30
2025-04-01,OPP-01052,Qualification,29438.0,Pipeline,2025-04-13
2025-04-01,OPP-01077,Discovery,213281.0,Pipeline,2025-04-06
2025-04-01,OPP-01138,Proof of Concept,199899.0,Best Case,2025-04-18
2025-04-01,OPP-01144,Proof of Concept,150677.0,Best Case,2025-05-17
2025-04-01,OPP-01146,Qualification,139427.0,Pipeline,2025-04-15
2025-04-01,OPP-01172,Discovery,222330.0,Pipeline,2025-05-08
2025-04-01,OPP-01176,Proof of Concept,248905.0,Best Case,2025-04-10
2025-04-01,OPP-01215,Negotiation,49047.0,Commit,2025-04-19
2025-04-01,OPP-01243,Proof of Concept,229160.0,Best Case,2025-05-08
2025-04-01,OPP-01300,Discovery,207700.0,Pipeline,2025-04-06
2025-04-01,OPP-01305,Qualification,140961.0,Pipeline,2025-05-12
2025-04-01,OPP-01310,Qualification,228295.0,Pipeline,2025-04-16
2025-04-01,OPP-01376,Discovery,130142.0,Pipeline,2025-04-25
2025-04-01,OPP-01406,Qualification,204089.0,Pipeline,2025-05-31
2025-04-01,OPP-01410,Proof of Concept,146282.0,Best Case,2025-04-03
2025-04-01,OPP-01422,Discovery,6714.0,Pipeline,2025-04-07
2025-04-01,OPP-01439,Qualification,223837.0,Pipeline,2025-04-16
2025-04-01,OPP-01454,Discovery,237477.0,Pipeline,2025-04-06
2025-04-01,OPP-01472,Discovery,119342.0,Pipeline,2025-06-02
2025-04-01,OPP-01494,Proof of Concept,235531.0,Best Case,2025-06-08
2025-04-01,OPP-01530,Qualification,199865.0,Pipeline,2025-04-06
2025-04-01,OPP-01541,Discovery,7787.0,Pipeline,2025-06-14
2025-04-01,OPP-01562,Discovery,7121.0,Pipeline,2025-04-29
2025-04-01,OPP-01568,Discovery,229622.0,Pipeline,2025-05-09
2025-04-01,OPP-01582,Negotiation,238921.0,Commit,2025-04-09
2025-04-01,OPP-01587,Proof of Concept,66724.0,Best Case,2025-04-06
2025-04-01,OPP-01589,Discovery,124639.0,Pipeline,2025-04-15
2025-04-01,OPP-01593,Discovery,73648.0,Pipeline,2025-04-04
2025-04-01,OPP-01602,Proof of Concept,197496.0,Best Case,2025-04-13
2025-04-01,OPP-01612,Proof of Concept,60094.0,Best Case,2025-04-29
2025-04-01,OPP-01628,Qualification,160071.0,Pipeline,2025-04-21
2025-04-01,OPP-01727,Proof of Concept,7030.0,Best Case,2025-05-08
2025-04-01,OPP-01786,Qualification,239752.0,Pipeline,2025-05-10
2025-04-01,OPP-01790,Proof of Concept,202851.0,Best Case,2025-05-03
2025-04-01,OPP-01823,Proof of Concept,225413.0,Best Case,2025-04-08
2025-04-01,OPP-01861,Proof of Concept,150673.0,Best Case,2025-04-03
2025-04-01,OPP-01919,Proof of Concept,25835.0,Best Case,2025-04-04
2025-04-01,OPP-01924,Discovery,135598.0,Pipeline,2025-04-29
2025-04-01,OPP-01925,Discovery,127813.0,Pipeline,2025-04-11
2025-04-01,OPP-01936,Qualification,113692.0,Pipeline,2025-04-24
2025-04-01,OPP-01959,Discovery,22027.0,Pipeline,2025-04-19
2025-04-01,OPP-01975,Qualification,67644.0,Pipeline,2025-04-18
2025-04-01,OPP-02019,Qualification,79208.0,Pipeline,2025-05-18
2025-04-01,OPP-02044,Discovery,149832.0,Pipeline,2025-06-11
2025-04-01,OPP-02137,Proof of Concept,120143.0,Best Case,2025-04-21
2025-04-01,OPP-02165,Discovery,70263.0,Pipeline,2025-04-18
2025-04-01,OPP-02179,Discovery,100844.0,Pipeline,2025-04-11
2025-04-01,OPP-02187,Discovery,194033.0,Pipeline,2025-05-29
2025-04-01,OPP-02194,Discovery,109831.0,Pipeline,2025-04-06
2025-04-01,OPP-02257,Discovery,103434.0,Pipeline,2025-04-21
2025-04-01,OPP-02406,Negotiation,3600.0,Commit,2025-04-12
2025-04-01,OPP-02409,Negotiation,73440.0,Commit,2025-04-09
2025-04-01,OPP-02411,Negotiation,8400.0,Commit,2025-04-21
2025-04-01,OPP-02413,Renewal Discussion,64800.0,Best Case,2025-04-24
2025-04-01,OPP-02415,Negotiation,750000.0,Commit,2025-04-22
2025-04-01,OPP-02417,Renewal Discussion,9000.0,Best Case,2025-04-15
2025-04-01,OPP-02419,Negotiation,6000.0,Commit,2025-04-15
2025-04-01,OPP-02421,Renewal Discussion,18720.0,Best Case,2025-04-23
2025-04-01,OPP-02423,Negotiation,9000.0,Commit,2025-04-21
2025-04-01,OPP-02425,Renewal Discussion,61920.0,Best Case,2025-04-22
2025-04-01,OPP-02427,Negotiation,14400.0,Commit,2025-04-12
2025-04-01,OPP-02429,Negotiation,639000.0,Commit,2025-04-04
2025-04-01,OPP-02431,Negotiation,53280.0,Commit,2025-04-12
2025-04-01,OPP-02433,Negotiation,252000.0,Commit,2025-04-02
2025-04-01,OPP-02435,Negotiation,48000.0,Commit,2025-04-18
2025-04-01,OPP-02437,Negotiation,28800.0,Commit,2025-04-13
2025-04-01,OPP-02439,Negotiation,8400.0,Commit,2025-05-01
2025-04-01,OPP-02441,Renewal Discussion,1800.0,Best Case,2025-05-08
2025-04-01,OPP-02445,Negotiation,689760.0,Commit,2025-05-02
2025-04-01,OPP-02447,Negotiation,22200.0,Commit,2025-05-03
2025-04-01,OPP-02449,Renewal Discussion,10800.0,Best Case,2025-05-24
2025-04-01,OPP-02451,Negotiation,67680.0,Commit,2025-05-19
2025-04-01,OPP-02453,Renewal Discussion,9000.0,Best Case,2025-05-25
2025-04-01,OPP-02455,Renewal Discussion,6000.0,Best Case,2025-05-12
2025-04-01,OPP-02457,Renewal Discussion,8400.0,Best Case,2025-05-26
2025-04-01,OPP-02459,Renewal Discussion,82080.0,Best Case,2025-05-17
2025-04-01,OPP-02461,Negotiation,6000.0,Commit,2025-05-10
2025-04-01,OPP-02463,Renewal Discussion,120960.0,Best Case,2025-05-20
2025-04-01,OPP-02465,Renewal Discussion,76320.0,Best Case,2025-05-24
2025-04-01,OPP-02467,Negotiation,2400.0,Commit,2025-05-14
2025-04-01,OPP-02733,Renewal Discussion,3000.0,Best Case,2025-04-15
2025-04-01,OPP-02741,Negotiation,7200.0,Commit,2025-04-06
2025-04-01,OPP-02742,Negotiation,3000.0,Commit,2025-04-04
2025-04-01,OPP-02743,Negotiation,4800.0,Commit,2025-04-07
2025-04-01,OPP-02744,Negotiation,4800.0,Commit,2025-04-25
2025-04-01,OPP-02745,Negotiation,34560.0,Commit,2025-04-26
2025-04-01,OPP-02746,Negotiation,66240.0,Commit,2025-04-02
2025-04-01,OPP-02747,Negotiation,4200.0,Commit,2025-04-14
2025-04-01,OPP-02748,Negotiation,14400.0,Commit,2025-04-22
2025-04-01,OPP-02749,Negotiation,3600.0,Commit,2025-04-22
2025-04-01,OPP-02750,Negotiation,102240.0,Commit,2025-04-10
2025-04-01,OPP-02751,Renewal Discussion,906000.0,Best Case,2025-04-24
2025-04-01,OPP-02752,Renewal Discussion,18720.0,Best Case,2025-04-22
2025-04-01,OPP-02753,Renewal Discussion,11400.0,Best Case,2025-04-23
2025-04-01,OPP-02754,Negotiation,40320.0,Commit,2025-04-13
2025-04-01,OPP-02755,Negotiation,57600.0,Commit,2025-04-26
2025-04-01,OPP-02756,Negotiation,17280.0,Commit,2025-04-20
2025-04-01,OPP-02757,Negotiation,7800.0,Commit,2025-04-07
2025-04-01,OPP-02758,Renewal Discussion,105120.0,Best Case,2025-04-26
2025-04-01,OPP-02759,Renewal Discussion,1800.0,Best Case,2025-05-24
2025-04-01,OPP-02760,Negotiation,10080.0,Commit,2025-05-05
2025-04-01,OPP-02761,Renewal Discussion,3000.0,Best Case,2025-05-03
2025-04-01,OPP-02762,Renewal Discussion,195840.0,Best Case,2025-05-15
2025-04-01,OPP-02763,Renewal Discussion,99000.0,Best Case,2025-05-18
2025-04-01,OPP-02764,Renewal Discussion,8400.0,Best Case,2025-05-02
2025-04-01,OPP-02765,Renewal Discussion,7800.0,Best Case,2025-05-23
2025-04-01,OPP-02766,Renewal Discussion,95040.0,Best Case,2025-05-06
2025-04-01,OPP-02767,Negotiation,9600.0,Commit,2025-05-16
2025-04-01,OPP-02768,Renewal Discussion,6000.0,Best Case,2025-05-25
2025-04-01,OPP-02769,Renewal Discussion,8400.0,Best Case,2025-05-13
2025-04-01,OPP-02770,Negotiation,5760.0,Commit,2025-05-21
2025-04-01,OPP-02771,Negotiation,6000.0,Commit,2025-05-14
2025-04-01,OPP-02772,Renewal Discussion,9000.0,Best Case,2025-05-27
2025-04-01,OPP-02773,Renewal Discussion,10080.0,Best Case,2025-05-14
2025-04-01,OPP-02774,Negotiation,9000.0,Commit,2025-05-04
2025-04-01,OPP-02775,Renewal Discussion,17280.0,Best Case,2025-05-01
2025-04-01,OPP-02776,Negotiation,34560.0,Commit,2025-05-06
2025-04-01,OPP-02777,Renewal Discussion,3600.0,Best Case,2025-05-25
2025-04-01,OPP-03159,Expansion Discussion,240000.0,Best Case,2025-04-15
2025-04-01,OPP-03160,Expansion Discussion,61920.0,Best Case,2025-04-15
2025-04-01,OPP-03161,Expansion Discussion,20160.0,Best Case,2025-04-15
2025-04-01,OPP-03162,Expansion Discussion,93000.0,Best Case,2025-04-15
2025-04-01,OPP-03163,Expansion Discussion,12960.0,Best Case,2025-04-15
2025-04-01,OPP-03164,Expansion Discussion,42600.0,Best Case,2025-04-15
2025-04-01,OPP-03165,Expansion Discussion,600.0,Best Case,2025-04-15
2025-04-01,OPP-03166,Expansion Discussion,1200.0,Best Case,2025-04-15
2025-04-01,OPP-03167,Expansion Discussion,1800.0,Best Case,2025-04-15
2025-04-01,OPP-03168,Expansion Discussion,10080.0,Best Case,2025-04-15
2025-04-01,OPP-03169,Expansion Discussion,600.0,Best Case,2025-04-15
2025-04-01,OPP-03170,Expansion Discussion,1800.0,Best Case,2025-04-15
2025-04-01,OPP-03171,Expansion Discussion,3000.0,Best Case,2025-04-15
2025-04-01,OPP-03172,Expansion Discussion,1800.0,Best Case,2025-04-15
2025-04-01,OPP-03173,Expansion Discussion,600.0,Best Case,2025-04-15
2025-04-01,OPP-03174,Expansion Discussion,1200.0,Best Case,2025-04-15
2025-04-01,OPP-03175,Expansion Discussion,600.0,Best Case,2025-04-15
2025-04-01,OPP-03176,Expansion Discussion,3000.0,Best Case,2025-04-15
2025-04-01,OPP-03177,Expansion Discussion,1200.0,Best Case,2025-04-15
2025-04-01,OPP-03178,Expansion Discussion,600.0,Best Case,2025-04-15
2025-04-01,OPP-03179,Expansion Discussion,5760.0,Best Case,2025-04-15
2025-04-01,OPP-03180,Expansion Discussion,600.0,Best Case,2025-04-15
2025-04-01,OPP-03181,Expansion Discussion,2880.0,Best Case,2025-04-15
2025-04-01,OPP-03183,Expansion Discussion,1200.0,Best Case,2025-05-15
2025-04-01,OPP-03186,Expansion Discussion,10080.0,Best Case,2025-05-15
2025-04-01,OPP-03192,Expansion Discussion,20160.0,Best Case,2025-05-15
2025-04-01,OPP-03194,Expansion Discussion,15840.0,Best Case,2025-05-15
2025-07-01,OPP-00549,Proof of Concept,7800.0,Best Case,2025-07-12
2025-07-01,OPP-00550,Negotiation,25920.0,Commit,2025-07-14
2025-07-01,OPP-00551,Negotiation,4800.0,Commit,2025-07-02
2025-07-01,OPP-00552,Qualification,10080.0,Pipeline,2025-07-21
2025-07-01,OPP-00553,Negotiation,8400.0,Commit,2025-07-03
2025-07-01,OPP-00554,Negotiation,57600.0,Commit,2025-07-25
2025-07-01,OPP-00555,Proof of Concept,4200.0,Best Case,2025-07-06
2025-07-01,OPP-00556,Discovery,4200.0,Pipeline,2025-07-20
2025-07-01,OPP-00557,Negotiation,102240.0,Commit,2025-07-16
2025-07-01,OPP-00558,Negotiation,25920.0,Commit,2025-07-20
2025-07-01,OPP-00559,Proof of Concept,14400.0,Best Case,2025-07-17
2025-07-01,OPP-00560,Negotiation,1800.0,Commit,2025-07-07
2025-07-01,OPP-00561,Negotiation,1800.0,Commit,2025-07-12
2025-07-01,OPP-00562,Negotiation,3600.0,Commit,2025-07-03
2025-07-01,OPP-00563,Qualification,17280.0,Pipeline,2025-07-24
2025-07-01,OPP-00564,Proof of Concept,108000.0,Best Case,2025-07-11
2025-07-01,OPP-00565,Negotiation,70560.0,Commit,2025-07-14
2025-07-01,OPP-00566,Qualification,126000.0,Pipeline,2025-07-16
2025-07-01,OPP-00567,Proof of Concept,387000.0,Best Case,2025-07-26
2025-07-01,OPP-00569,Qualification,7200.0,Pipeline,2025-08-16
2025-07-01,OPP-00570,Qualification,15840.0,Pipeline,2025-08-13
2025-07-01,OPP-00572,Discovery,4800.0,Pipeline,2025-08-22
2025-07-01,OPP-00573,Proof of Concept,10080.0,Best Case,2025-08-10
2025-07-01,OPP-00574,Negotiation,966000.0,Commit,2025-08-08
2025-07-01,OPP-00582,Qualification,57600.0,Pipeline,2025-08-17
2025-07-01,OPP-00586,Discovery,40320.0,Pipeline,2025-09-12
2025-07-01,OPP-00593,Proof of Concept,24480.0,Best Case,2025-09-11
2025-07-01,OPP-00599,Proof of Concept,162000.0,Best Case,2025-09-15
2025-07-01,OPP-00610,Proof of Concept,681000.0,Best Case,2025-10-15
2025-07-01,OPP-00621,Proof of Concept,86400.0,Best Case,2025-10-05
2025-07-01,OPP-00666,Negotiation,82215.0,Commit,2025-12-19
2025-07-01,OPP-00667,Proof of Concept,101461.0,Best Case,2025-12-11
2025-07-01,OPP-00670,Proof of Concept,70191.0,Best Case,2025-12-11
2025-07-01,OPP-00671,Negotiation,201910.0,Commit,2025-12-11
2025-07-01,OPP-00672,Negotiation,25949.0,Commit,2025-12-11
2025-07-01,OPP-00673,Negotiation,177577.0,Commit,2025-12-11
2025-07-01,OPP-00674,Negotiation,193751.0,Commit,2025-12-19
2025-07-01,OPP-00677,Negotiation,32624.0,Commit,2025-12-11
2025-07-01,OPP-00678,Qualification,41727.0,Pipeline,2025-12-11
2025-07-01,OPP-00679,Negotiation,118336.0,Commit,2025-12-19
2025-07-01,OPP-00682,Negotiation,192206.0,Commit,2025-12-11
2025-07-01,OPP-00685,Negotiation,184641.0,Commit,2025-12-11
2025-07-01,OPP-00687,Negotiation,56701.0,Commit,2025-12-11
2025-07-01,OPP-00689,Negotiation,221265.0,Commit,2025-12-19
2025-07-01,OPP-00691,Negotiation,6151.0,Commit,2025-12-19
2025-07-01,OPP-00692,Proof of Concept,153487.0,Best Case,2025-12-11
2025-07-01,OPP-00693,Negotiation,83987.0,Commit,2025-12-19
2025-07-01,OPP-00694,Qualification,178769.0,Pipeline,2025-12-11
2025-07-01,OPP-00695,Negotiation,90437.0,Commit,2025-12-11
2025-07-01,OPP-00696,Negotiation,43110.0,Commit,2025-12-11
2025-07-01,OPP-00699,Negotiation,56824.0,Commit,2025-12-11
2025-07-01,OPP-00700,Negotiation,61123.0,Commit,2025-12-11
2025-07-01,OPP-00704,Negotiation,72838.0,Commit,2025-12-11
2025-07-01,OPP-00705,Negotiation,37907.0,Commit,2025-12-11
2025-07-01,OPP-00706,Negotiation,166692.0,Commit,2025-12-19
2025-07-01,OPP-00708,Negotiation,81137.0,Commit,2025-12-11
2025-07-01,OPP-00709,Negotiation,75452.0,Commit,2025-12-11
2025-07-01,OPP-00711,Negotiation,180650.0,Commit,2025-12-11
2025-07-01,OPP-00712,Negotiation,212524.0,Commit,2025-12-11
2025-07-01,OPP-00714,Negotiation,238736.0,Commit,2025-12-11
2025-07-01,OPP-00718,Negotiation,243466.0,Commit,2025-12-11
2025-07-01,OPP-00720,Negotiation,32613.0,Commit,2025-12-11
2025-07-01,OPP-00724,Negotiation,201103.0,Commit,2025-12-19
2025-07-01,OPP-00725,Negotiation,236735.0,Commit,2025-12-11
2025-07-01,OPP-00726,Negotiation,98818.0,Commit,2025-12-19
2025-07-01,OPP-00728,Discovery,216088.0,Pipeline,2025-12-19
2025-07-01,OPP-00735,Negotiation,241534.0,Commit,2025-12-11
2025-07-01,OPP-00739,Negotiation,75542.0,Commit,2025-12-26
2025-07-01,OPP-00741,Proof of Concept,229408.0,Best Case,2025-12-11
2025-07-01,OPP-00742,Negotiation,8396.0,Commit,2025-12-11
2025-07-01,OPP-00743,Negotiation,143925.0,Commit,2025-12-19
2025-07-01,OPP-00744,Negotiation,133127.0,Commit,2025-12-11
2025-07-01,OPP-00745,Negotiation,14449.0,Commit,2025-12-11
2025-07-01,OPP-00748,Discovery,70842.0,Pipeline,2025-12-11
2025-07-01,OPP-00750,Negotiation,86337.0,Commit,2025-12-26
2025-07-01,OPP-00754,Qualification,135485.0,Pipeline,2025-12-19
2025-07-01,OPP-00755,Negotiation,195965.0,Commit,2025-12-11
2025-07-01,OPP-00756,Proof of Concept,249496.0,Best Case,2025-12-11
2025-07-01,OPP-00757,Negotiation,232672.0,Commit,2025-12-19
2025-07-01,OPP-00758,Negotiation,192455.0,Commit,2025-12-11
2025-07-01,OPP-00759,Negotiation,241631.0,Commit,2025-12-19
2025-07-01,OPP-00760,Negotiation,239464.0,Commit,2025-12-11
2025-07-01,OPP-00764,Proof of Concept,247320.0,Best Case,2025-12-19
2025-07-01,OPP-00765,Negotiation,195132.0,Commit,2025-12-19
2025-07-01,OPP-00766,Qualification,35049.0,Pipeline,2025-12-19
2025-07-01,OPP-00771,Discovery,202723.0,Pipeline,2025-12-11
2025-07-01,OPP-00773,Negotiation,101440.0,Commit,2025-12-11
2025-07-01,OPP-00774,Negotiation,242994.0,Commit,2025-12-11
2025-07-01,OPP-00775,Negotiation,117376.0,Commit,2025-12-11
2025-07-01,OPP-00776,Negotiation,117347.0,Commit,2025-12-11
2025-07-01,OPP-00778,Qualification,200838.0,Pipeline,2025-12-11
2025-07-01,OPP-00779,Negotiation,179758.0,Commit,2025-12-11
2025-07-01,OPP-00780,Negotiation,23164.0,Commit,2025-12-19
2025-07-01,OPP-00783,Negotiation,82084.0,Commit,2025-12-11
2025-07-01,OPP-00784,Negotiation,58257.0,Commit,2025-12-11
2025-07-01,OPP-00788,Negotiation,50118.0,Commit,2025-12-11
2025-07-01,OPP-00789,Negotiation,121786.0,Commit,2025-12-26
2025-07-01,OPP-00790,Negotiation,158479.0,Commit,2025-12-11
2025-07-01,OPP-00791,Negotiation,62861.0,Commit,2025-12-11
2025-07-01,OPP-00793,Negotiation,53998.0,Commit,2025-12-19
2025-07-01,OPP-00795,Negotiation,82291.0,Commit,2025-12-11
2025-07-01,OPP-00796,Negotiation,40592.0,Commit,2025-12-11
2025-07-01,OPP-00799,Negotiation,93417.0,Commit,2025-12-11
2025-07-01,OPP-00801,Negotiation,210223.0,Commit,2025-12-11
2025-07-01,OPP-00803,Negotiation,23889.0,Commit,2025-12-11
2025-07-01,OPP-00804,Negotiation,124908.0,Commit,2025-12-11
2025-07-01,OPP-00806,Negotiation,179715.0,Commit,2025-12-11
2025-07-01,OPP-00808,Negotiation,123503.0,Commit,2025-12-11
2025-07-01,OPP-00813,Negotiation,186533.0,Commit,2025-12-11
2025-07-01,OPP-00814,Qualification,181837.0,Pipeline,2025-12-11
2025-07-01,OPP-00815,Negotiation,56979.0,Commit,2025-12-26
2025-07-01,OPP-00830,Discovery,78240.0,Pipeline,2025-07-30
2025-07-01,OPP-00877,Proof of Concept,234130.0,Best Case,2025-07-22
2025-07-01,OPP-00899,Proof of Concept,67078.0,Best Case,2025-07-08
2025-07-01,OPP-00908,Proof of Concept,68619.0,Best Case,2025-08-16
2025-07-01,OPP-00941,Discovery,186251.0,Pipeline,2025-08-18
2025-07-01,OPP-00953,Proof of Concept,236437.0,Best Case,2025-07-21
2025-07-01,OPP-00990,Proof of Concept,74371.0,Best Case,2025-08-25
2025-07-01,OPP-01024,Discovery,25935.0,Pipeline,2025-08-10
2025-07-01,OPP-01039,Proof of Concept,172415.0,Best Case,2025-07-12
2025-07-01,OPP-01063,Qualification,10054.0,Pipeline,2025-08-13
2025-07-01,OPP-01066,Proof of Concept,69023.0,Best Case,2025-09-08
2025-07-01,OPP-01073,Qualification,36187.0,Pipeline,2025-07-28
2025-07-01,OPP-01084,Discovery,70642.0,Pipeline,2025-07-21
2025-07-01,OPP-01119,Proof of Concept,161404.0,Best Case,2025-07-12
2025-07-01,OPP-01127,Qualification,191239.0,Pipeline,2025-07-10
2025-07-01,OPP-01157,Qualification,213616.0,Pipeline,2025-07-19
2025-07-01,OPP-01163,Discovery,96316.0,Pipeline,2025-08-22
2025-07-01,OPP-01186,Negotiation,48541.0,Commit,2025-07-20
2025-07-01,OPP-01190,Proof of Concept,229092.0,Best Case,2025-09-22
2025-07-01,OPP-01202,Discovery,91518.0,Pipeline,2025-08-11
2025-07-01,OPP-01207,Discovery,132831.0,Pipeline,2025-08-04
2025-07-01,OPP-01245,Qualification,28080.0,Pipeline,2025-08-03
2025-07-01,OPP-01255,Proof of Concept,129920.0,Best Case,2025-09-07
2025-07-01,OPP-01278,Discovery,194867.0,Pipeline,2025-07-07
2025-07-01,OPP-01316,Discovery,136246.0,Pipeline,2025-07-14
2025-07-01,OPP-01335,Proof of Concept,120592.0,Best Case,2025-07-11
2025-07-01,OPP-01340,Negotiation,234303.0,Commit,2025-07-02
2025-07-01,OPP-01353,Proof of Concept,208868.0,Best Case,2025-07-05
2025-07-01,OPP-01381,Proof of Concept,159637.0,Best Case,2025-08-21
2025-07-01,OPP-01475,Discovery,56347.0,Pipeline,2025-07-18
2025-07-01,OPP-01476,Discovery,17749.0,Pipeline,2025-08-15
2025-07-01,OPP-01509,Discovery,101423.0,Pipeline,2025-08-01
2025-07-01,OPP-01513,Qualification,28358.0,Pipeline,2025-08-22
2025-07-01,OPP-01517,Proof of Concept,26706.0,Best Case,2025-07-13
2025-07-01,OPP-01521,Qualification,190732.0,Pipeline,2025-07-21
2025-07-01,OPP-01532,Qualification,171944.0,Pipeline,2025-07-12
2025-07-01,OPP-01534,Qualification,169936.0,Pipeline,2025-09-19
2025-07-01,OPP-01548,Proof of Concept,42244.0,Best Case,2025-08-03
2025-07-01,OPP-01592,Discovery,46485.0,Pipeline,2025-07-31
2025-07-01,OPP-01611,Qualification,93257.0,Pipeline,2025-07-10
2025-07-01,OPP-01687,Proof of Concept,84457.0,Best Case,2025-10-04
2025-07-01,OPP-01781,Proof of Concept,42214.0,Best Case,2025-10-13
2025-07-01,OPP-01798,Proof of Concept,110486.0,Best Case,2025-11-07
