opportunity_id,customer_id,account_name,segment,acquisition_channel,owner_rep_id,opportunity_type,created_date,close_date,amount,current_stage,status
OPP-01984,,Beacon Holdings,SMB,Partner Referral,REP-07,new_business,2024-11-03,2024-11-10,226721.0,Closed Lost,closed_lost
OPP-01985,,Vector Logic,SMB,Partner Referral,REP-06,new_business,2025-11-09,2025-12-12,85338.0,Closed Lost,closed_lost
OPP-01986,,Plinth Group,SMB,Inbound Marketing,REP-01,new_business,2025-10-28,2025-11-13,117083.0,Closed Lost,closed_lost
OPP-01987,,Cobalt Co,Mid-Market,Partner Referral,REP-12,new_business,2024-05-04,2024-05-23,220582.0,Closed Lost,closed_lost
OPP-01988,,Beacon Cloud,SMB,Outbound Sales,REP-06,new_business,2025-09-17,2025-09-29,56735.0,Closed Lost,closed_lost
OPP-01989,,Lattice Network,Mid-Market,Partner Referral,REP-02,new_business,2024-06-20,2024-07-01,119802.0,Closed Lost,closed_lost
OPP-01990,,Glide Cloud,SMB,Inbound Marketing,REP-01,new_business,2024-05-19,2024-06-12,19714.0,Closed Lost,closed_lost
OPP-01991,,Helix Works,SMB,Partner Referral,REP-07,new_business,2024-04-04,2024-04-21,76560.0,Closed Lost,closed_lost
OPP-01992,,Tessera Co,Mid-Market,Event/Conference,REP-05,new_business,2025-06-07,2025-07-06,54679.0,Closed Lost,closed_lost
OPP-01993,,Lattice Cloud,Enterprise,Outbound Sales,REP-01,new_business,2025-05-29,2025-06-13,216133.0,Closed Lost,closed_lost
OPP-01994,,Vector Holdings,SMB,Partner Referral,REP-07,new_business,2025-05-22,2025-05-25,123521.0,Closed Lost,closed_lost
OPP-01995,,Citron Cloud,Enterprise,Inbound Marketing,REP-01,new_business,2025-06-18,2025-06-27,138611.0,Closed Lost,closed_lost
OPP-01996,,Lattice Co,Mid-Market,Outbound Sales,REP-01,new_business,2024-09-16,2024-11-20,229359.0,Closed Lost,closed_lost
OPP-01997,,Cobalt Logic,Mid-Market,Partner Referral,REP-06,new_business,2024-02-06,2024-07-10,81740.0,Closed Lost,closed_lost
OPP-01998,,Marlin Industries,SMB,Inbound Marketing,REP-06,new_business,2025-10-10,2025-12-03,163233.0,Closed Lost,closed_lost
OPP-01999,,Tessera Group,Mid-Market,Event/Conference,REP-01,new_business,2024-10-27,2025-02-03,149360.0,Closed Lost,closed_lost
OPP-02000,,Lattice Solutions,SMB,Inbound Marketing,REP-11,new_business,2025-02-06,2025-03-01,192719.0,Closed Lost,closed_lost
OPP-02001,,Marlin Systems,SMB,Outbound Sales,REP-04,new_business,2024-04-22,2024-05-06,215231.0,Closed Lost,closed_lost
OPP-02002,,Apex Labs,SMB,Inbound Marketing,REP-05,new_business,2024-01-28,2024-02-09,116563.0,Closed Lost,closed_lost
OPP-02003,,Apex Labs,SMB,Inbound Marketing,REP-09,new_business,2024-09-11,2024-10-14,123951.0,Closed Lost,closed_lost
OPP-02004,,Glide Group,Mid-Market,Outbound Sales,REP-03,new_business,2025-07-21,2025-09-13,237680.0,Closed Lost,closed_lost
OPP-02005,,Helix Co,Mid-Market,Event/Conference,REP-02,new_business,2024-06-07,2024-06-23,223013.0,Closed Lost,closed_lost
OPP-02006,,Vector Labs,SMB,Inbound Marketing,REP-07,new_business,2024-02-15,2024-03-12,150787.0,Closed Lost,closed_lost
OPP-02007,,Quantum Holdings,SMB,Outbound Sales,REP-09,new_business,2024-02-25,2024-03-02,71125.0,Closed Lost,closed_lost
OPP-02008,,Apex Labs,Mid-Market,Partner Referral,REP-08,new_business,2024-02-11,2024-07-03,192651.0,Closed Lost,closed_lost
OPP-02009,,Beacon Network,SMB,Outbound Sales,REP-01,new_business,2025-08-02,2025-08-17,135907.0,Closed Lost,closed_lost
OPP-02010,,Stratus Partners,SMB,Event/Conference,REP-06,new_business,2024-01-31,2024-02-19,18934.0,Closed Lost,closed_lost
OPP-02011,,Vector Dynamics,SMB,Outbound Sales,REP-01,new_business,2024-09-08,2024-10-05,62492.0,Closed Lost,closed_lost
OPP-02012,,Helix Logic,SMB,Event/Conference,REP-08,new_business,2023-12-26,2024-01-03,203677.0,Closed Lost,closed_lost
OPP-02013,,Lattice Digital,SMB,Event/Conference,REP-10,new_business,2023-12-26,2024-01-02,172381.0,Closed Lost,closed_lost
OPP-02014,,Marlin Network,SMB,Outbound Sales,REP-05,new_business,2025-10-28,2025-12-01,88634.0,Closed Lost,closed_lost
OPP-02015,,Stratus Digital,SMB,Event/Conference,REP-12,new_business,2025-04-11,2025-05-21,54174.0,Closed Lost,closed_lost
OPP-02016,,Helix Logic,Mid-Market,Event/Conference,REP-11,new_business,2024-11-28,2025-01-16,119585.0,Closed Lost,closed_lost
OPP-02017,,Marlin Solutions,Mid-Market,Inbound Marketing,REP-06,new_business,2023-11-06,2024-01-30,96150.0,Closed Lost,closed_lost
OPP-02018,,Mosaic Cloud,SMB,Inbound Marketing,REP-06,new_business,2025-10-25,2025-11-13,200121.0,Closed Lost,closed_lost
OPP-02019,,Halcyon Cloud,SMB,Event/Conference,REP-07,new_business,2025-02-26,2025-05-18,79208.0,Closed Lost,closed_lost
OPP-02020,,Glide Works,SMB,Outbound Sales,REP-08,new_business,2024-01-24,2024-02-24,155239.0,Closed Lost,closed_lost
OPP-02021,,Vector Cloud,SMB,Inbound Marketing,REP-12,new_business,2025-04-04,2025-04-24,216362.0,Closed Lost,closed_lost
OPP-02022,,Apex Systems,SMB,Event/Conference,REP-05,new_business,2025-08-25,2025-08-30,70763.0,Closed Lost,closed_lost
OPP-02023,,Quantum Network,SMB,Outbound Sales,REP-05,new_business,2024-08-09,2024-09-02,228764.0,Closed Lost,closed_lost
OPP-02024,,Tessera Labs,SMB,Event/Conference,REP-08,new_business,2024-04-23,2024-05-24,118646.0,Closed Lost,closed_lost
OPP-02025,,Halcyon Co,SMB,Event/Conference,REP-04,new_business,2025-02-02,2025-03-04,44396.0,Closed Lost,closed_lost
OPP-02026,,Beacon Works,SMB,Outbound Sales,REP-08,new_business,2025-05-23,2025-06-18,237507.0,Closed Lost,closed_lost
OPP-02027,,Quantum Holdings,Mid-Market,Inbound Marketing,REP-06,new_business,2025-08-31,2025-09-17,111661.0,Closed Lost,closed_lost
OPP-02028,,Citron Co,Mid-Market,Partner Referral,REP-12,new_business,2024-05-19,2024-07-07,76870.0,Closed Lost,closed_lost
OPP-02029,,Marlin Labs,Mid-Market,Partner Referral,REP-07,new_business,2024-11-09,2025-02-13,186056.0,Closed Lost,closed_lost
OPP-02030,,Reverb Logic,SMB,Inbound Marketing,REP-05,new_business,2024-05-05,2024-05-24,217400.0,Closed Lost,closed_lost
OPP-02031,,Quantum Labs,SMB,Outbound Sales,REP-08,new_business,2024-02-04,2024-02-25,216264.0,Closed Lost,closed_lost
OPP-02032,,Lattice Logic,SMB,Event/Conference,REP-08,new_business,2024-04-03,2024-04-09,22711.0,Closed Lost,closed_lost
OPP-02033,,Citron Group,SMB,Event/Conference,REP-07,new_business,2024-12-01,2024-12-30,99008.0,Closed Lost,closed_lost
OPP-02034,,Anvil Holdings,Mid-Market,Event/Conference,REP-05,new_business,2024-10-20,2024-11-27,204511.0,Closed Lost,closed_lost
OPP-02035,,Plinth Dynamics,Mid-Market,Partner Referral,REP-08,new_business,2024-01-17,2024-04-17,79972.0,Closed Lost,closed_lost
OPP-02036,,Halcyon Industries,Enterprise,Inbound Marketing,REP-07,new_business,2025-08-19,2025-10-21,130262.0,Closed Lost,closed_lost
OPP-02037,,North Dynamics,SMB,Outbound Sales,REP-09,new_business,2024-11-15,2024-12-10,152975.0,Closed Lost,closed_lost
OPP-02038,,Apex Group,Mid-Market,Outbound Sales,REP-02,new_business,2024-02-09,2024-03-12,78776.0,Closed Lost,closed_lost
OPP-02039,,Anvil Partners,SMB,Outbound Sales,REP-09,new_business,2025-05-13,2025-05-21,177294.0,Closed Lost,closed_lost
OPP-02040,,Glide Cloud,SMB,Inbound Marketing,REP-12,new_business,2025-03-19,2025-03-23,209031.0,Closed Lost,closed_lost
OPP-02041,,Glide Solutions,SMB,Inbound Marketing,REP-12,new_business,2024-09-23,2024-10-08,156216.0,Closed Lost,closed_lost
OPP-02042,,Halcyon Co,SMB,Outbound Sales,REP-06,new_business,2023-12-16,2024-01-28,137032.0,Closed Lost,closed_lost
OPP-02043,,North Industries,SMB,Inbound Marketing,REP-04,new_business,2024-03-22,2024-04-24,123461.0,Closed Lost,closed_lost
OPP-02044,,Halcyon Systems,Enterprise,Outbound Sales,REP-12,new_business,2025-03-26,2025-06-11,149832.0,Closed Lost,closed_lost
OPP-02045,,Anvil Works,SMB,Event/Conference,REP-10,new_business,2025-03-06,2025-03-14,109522.0,Closed Lost,closed_lost
OPP-02046,,Helix Solutions,SMB,Inbound Marketing,REP-06,new_business,2024-02-13,2024-03-18,114782.0,Closed Lost,closed_lost
OPP-02047,,Marlin Industries,SMB,Outbound Sales,REP-08,new_business,2025-04-20,2025-05-09,227391.0,Closed Lost,closed_lost
OPP-02048,,Helix Dynamics,Mid-Market,Partner Referral,REP-05,new_business,2025-06-15,2025-07-30,174284.0,Closed Lost,closed_lost
OPP-02049,,Mosaic Labs,SMB,Outbound Sales,REP-12,new_business,2024-05-23,2024-06-08,201874.0,Closed Lost,closed_lost
OPP-02050,,Citron Network,SMB,Event/Conference,REP-12,new_business,2025-11-11,2025-12-10,63147.0,Closed Lost,closed_lost
OPP-02051,,Lattice Systems,Mid-Market,Inbound Marketing,REP-03,new_business,2025-08-18,2025-12-21,185146.0,Closed Lost,closed_lost
OPP-02052,,Marlin Partners,SMB,Outbound Sales,REP-01,new_business,2024-02-01,2024-03-11,80578.0,Closed Lost,closed_lost
OPP-02053,,Reverb Logic,Mid-Market,Partner Referral,REP-02,new_business,2024-03-19,2024-03-30,92185.0,Closed Lost,closed_lost
OPP-02054,,Cobalt Holdings,SMB,Inbound Marketing,REP-01,new_business,2024-12-25,2025-01-20,34015.0,Closed Lost,closed_lost
OPP-02055,,North Labs,SMB,Event/Conference,REP-04,new_business,2025-08-25,2025-08-31,184569.0,Closed Lost,closed_lost
OPP-02056,,Helix Partners,SMB,Inbound Marketing,REP-02,new_business,2025-12-10,2025-12-14,221579.0,Closed Lost,closed_lost
OPP-02057,,Citron Partners,SMB,Partner Referral,REP-10,new_business,2025-06-26,2025-07-01,20007.0,Closed Lost,closed_lost
OPP-02058,,Marlin Digital,SMB,Event/Conference,REP-07,new_business,2025-05-30,2025-06-30,184811.0,Closed Lost,closed_lost
OPP-02059,,Lattice Systems,Mid-Market,Partner Referral,REP-06,new_business,2024-09-21,2024-10-06,200124.0,Closed Lost,closed_lost
OPP-02060,,Quantum Co,SMB,Partner Referral,REP-05,new_business,2024-09-05,2024-09-16,65695.0,Closed Lost,closed_lost
OPP-02061,,Apex Logic,SMB,Inbound Marketing,REP-10,new_business,2024-01-06,2024-01-24,212186.0,Closed Lost,closed_lost
OPP-02062,,Glide Works,Mid-Market,Partner Referral,REP-06,new_business,2024-11-26,2025-01-08,209215.0,Closed Lost,closed_lost
OPP-02063,,Vector Logic,Mid-Market,Event/Conference,REP-08,new_business,2024-10-19,2024-11-10,103161.0,Closed Lost,closed_lost
OPP-02064,,Plinth Digital,Mid-Market,Inbound Marketing,REP-07,new_business,2025-07-18,2025-10-07,146181.0,Closed Lost,closed_lost
OPP-02065,,Lattice Systems,SMB,Outbound Sales,REP-06,new_business,2024-09-04,2024-10-08,136971.0,Closed Lost,closed_lost
OPP-02066,,Quantum Industries,Mid-Market,Partner Referral,REP-10,new_business,2024-12-26,2025-02-19,84364.0,Closed Lost,closed_lost
OPP-02067,,Mosaic Holdings,SMB,Inbound Marketing,REP-10,new_business,2024-01-22,2024-03-08,73391.0,Closed Lost,closed_lost
OPP-02068,,Plinth Network,SMB,Inbound Marketing,REP-10,new_business,2025-05-30,2025-07-16,185424.0,Closed Lost,closed_lost
OPP-02069,,North Logic,SMB,Inbound Marketing,REP-01,new_business,2025-09-21,2025-10-07,146582.0,Closed Lost,closed_lost
OPP-02070,,Citron Systems,Mid-Market,Event/Conference,REP-11,new_business,2025-07-17,2025-08-17,105109.0,Closed Lost,closed_lost
OPP-02071,,Stratus Works,SMB,Inbound Marketing,REP-11,new_business,2024-03-05,2024-03-10,236046.0,Closed Lost,closed_lost
OPP-02072,,Stratus Labs,SMB,Event/Conference,REP-06,new_business,2025-05-28,2025-06-04,224037.0,Closed Lost,closed_lost
OPP-02073,,Quantum Systems,SMB,Partner Referral,REP-08,new_business,2025-04-09,2025-04-16,200445.0,Closed Lost,closed_lost
OPP-02074,,Vector Industries,SMB,Partner Referral,REP-08,new_business,2024-06-25,2024-07-14,233841.0,Closed Lost,closed_lost
OPP-02075,,Apex Holdings,SMB,Inbound Marketing,REP-01,new_business,2024-11-26,2024-12-22,87642.0,Closed Lost,closed_lost
OPP-02076,,Beacon Co,SMB,Partner Referral,REP-12,new_business,2024-05-05,2024-05-13,35923.0,Closed Lost,closed_lost
OPP-02077,,Helix Dynamics,Enterprise,Event/Conference,REP-12,new_business,2025-11-03,2025-12-12,218186.0,Closed Lost,closed_lost
OPP-02078,,Halcyon Network,SMB,Inbound Marketing,REP-05,new_business,2025-08-05,2025-08-30,225774.0,Closed Lost,closed_lost
OPP-02079,,Plinth Co,SMB,Inbound Marketing,REP-07,new_business,2024-07-01,2024-07-12,193345.0,Closed Lost,closed_lost
OPP-02080,,Citron Works,SMB,Event/Conference,REP-11,new_business,2024-03-01,2024-03-11,234371.0,Closed Lost,closed_lost
OPP-02081,,Tessera Partners,Mid-Market,Partner Referral,REP-05,new_business,2024-10-03,2024-10-07,166614.0,Closed Lost,closed_lost
OPP-02082,,Plinth Industries,Mid-Market,Event/Conference,REP-06,new_business,2025-05-22,2025-06-02,68221.0,Closed Lost,closed_lost
OPP-02083,,Lattice Works,Mid-Market,Partner Referral,REP-10,new_business,2024-06-18,2024-08-22,123608.0,Closed Lost,closed_lost
OPP-02084,,Anvil Logic,SMB,Outbound Sales,REP-02,new_business,2025-06-01,2025-06-22,36537.0,Closed Lost,closed_lost
OPP-02085,,North Logic,SMB,Event/Conference,REP-11,new_business,2024-11-25,2024-12-29,200007.0,Closed Lost,closed_lost
OPP-02086,,Lattice Dynamics,Mid-Market,Event/Conference,REP-08,new_business,2024-01-20,2024-05-11,108678.0,Closed Lost,closed_lost
OPP-02087,,Halcyon Dynamics,SMB,Partner Referral,REP-02,new_business,2024-01-01,2024-01-15,181686.0,Closed Lost,closed_lost
OPP-02088,,Marlin Dynamics,SMB,Partner Referral,REP-07,new_business,2024-12-23,2025-01-23,169093.0,Closed Lost,closed_lost
OPP-02089,,Quantum Systems,SMB,Outbound Sales,REP-08,new_business,2025-10-03,2025-10-13,101645.0,Closed Lost,closed_lost
OPP-02090,,Helix Cloud,Mid-Market,Outbound Sales,REP-12,new_business,2025-06-19,2025-08-20,154466.0,Closed Lost,closed_lost
OPP-02091,,Cobalt Digital,SMB,Partner Referral,REP-06,new_business,2024-12-10,2024-12-27,146145.0,Closed Lost,closed_lost
OPP-02092,,Marlin Group,SMB,Inbound Marketing,REP-11,new_business,2025-06-12,2025-07-30,214655.0,Closed Lost,closed_lost
OPP-02093,,Marlin Logic,SMB,Inbound Marketing,REP-11,new_business,2025-08-15,2025-09-12,21046.0,Closed Lost,closed_lost
OPP-02094,,Quantum Logic,SMB,Event/Conference,REP-02,new_business,2025-06-11,2025-06-30,185792.0,Closed Lost,closed_lost
OPP-02095,,Anvil Partners,Enterprise,Partner Referral,REP-06,new_business,2024-08-20,2024-09-19,103953.0,Closed Lost,closed_lost
OPP-02096,,North Solutions,SMB,Inbound Marketing,REP-03,new_business,2024-01-10,2024-01-30,219286.0,Closed Lost,closed_lost
OPP-02097,,Lattice Group,SMB,Event/Conference,REP-09,new_business,2023-12-15,2024-01-17,217599.0,Closed Lost,closed_lost
OPP-02098,,Marlin Network,SMB,Outbound Sales,REP-03,new_business,2025-10-19,2025-10-22,127064.0,Closed Lost,closed_lost
OPP-02099,,Anvil Network,SMB,Event/Conference,REP-10,new_business,2025-01-28,2025-02-16,40831.0,Closed Lost,closed_lost
OPP-02100,,Cobalt Works,SMB,Outbound Sales,REP-01,new_business,2024-02-27,2024-03-01,110315.0,Closed Lost,closed_lost
OPP-02101,,Helix Industries,SMB,Event/Conference,REP-09,new_business,2024-11-05,2024-11-24,230813.0,Closed Lost,closed_lost
OPP-02102,,Vector Dynamics,Mid-Market,Inbound Marketing,REP-05,new_business,2025-07-17,2025-08-19,139983.0,Closed Lost,closed_lost
OPP-02103,,Halcyon Solutions,SMB,Inbound Marketing,REP-05,new_business,2024-11-14,2024-11-17,192525.0,Closed Lost,closed_lost
OPP-02104,,Stratus Partners,SMB,Event/Conference,REP-07,new_business,2025-04-03,2025-05-13,7830.0,Closed Lost,closed_lost
OPP-02105,,North Group,SMB,Outbound Sales,REP-04,new_business,2025-04-02,2025-05-09,58047.0,Closed Lost,closed_lost
OPP-02106,,Beacon Systems,Mid-Market,Outbound Sales,REP-04,new_business,2025-11-16,2025-11-18,182864.0,Closed Lost,closed_lost
OPP-02107,,Vector Cloud,SMB,Outbound Sales,REP-08,new_business,2024-07-13,2024-07-31,215912.0,Closed Lost,closed_lost
OPP-02108,,Vector Co,Mid-Market,Inbound Marketing,REP-04,new_business,2024-06-03,2024-09-20,146208.0,Closed Lost,closed_lost
OPP-02109,,North Dynamics,SMB,Event/Conference,REP-06,new_business,2024-06-08,2024-07-07,230237.0,Closed Lost,closed_lost
OPP-02110,,Lattice Cloud,SMB,Inbound Marketing,REP-01,new_business,2024-03-31,2024-04-14,204381.0,Closed Lost,closed_lost
OPP-02111,,Quantum Group,SMB,Inbound Marketing,REP-12,new_business,2024-10-24,2024-10-28,90056.0,Closed Lost,closed_lost
OPP-02112,,Stratus Solutions,SMB,Event/Conference,REP-09,new_business,2025-09-19,2025-11-26,105070.0,Closed Lost,closed_lost
OPP-02113,,Tessera Dynamics,SMB,Event/Conference,REP-12,new_business,2025-07-02,2025-07-17,26129.0,Closed Lost,closed_lost
OPP-02114,,Reverb Group,SMB,Partner Referral,REP-09,new_business,2024-05-12,2024-06-18,105836.0,Closed Lost,closed_lost
OPP-02115,,Marlin Holdings,SMB,Partner Referral,REP-07,new_business,2024-04-06,2024-04-28,73073.0,Closed Lost,closed_lost
OPP-02116,,North Labs,SMB,Partner Referral,REP-10,new_business,2024-10-06,2024-10-21,211283.0,Closed Lost,closed_lost
OPP-02117,,Glide Co,Mid-Market,Outbound Sales,REP-08,new_business,2024-12-08,2025-03-27,11315.0,Closed Lost,closed_lost
OPP-02118,,Marlin Industries,Mid-Market,Event/Conference,REP-06,new_business,2024-06-14,2024-07-31,25477.0,Closed Lost,closed_lost
OPP-02119,,Stratus Logic,SMB,Outbound Sales,REP-08,new_business,2025-05-29,2025-07-08,178742.0,Closed Lost,closed_lost
OPP-02120,,Citron Logic,Mid-Market,Outbound Sales,REP-05,new_business,2025-06-19,2025-07-02,16824.0,Closed Lost,closed_lost
OPP-02121,,Apex Solutions,SMB,Event/Conference,REP-07,new_business,2024-07-05,2024-07-17,217525.0,Closed Lost,closed_lost
OPP-02122,,Plinth Logic,Mid-Market,Inbound Marketing,REP-09,new_business,2024-05-14,2024-07-18,11841.0,Closed Lost,closed_lost
OPP-02123,,Plinth Co,SMB,Event/Conference,REP-09,new_business,2024-10-21,2024-11-03,76294.0,Closed Lost,closed_lost
OPP-02124,,Stratus Co,SMB,Partner Referral,REP-05,new_business,2024-07-14,2024-08-02,87252.0,Closed Lost,closed_lost
OPP-02125,,Stratus Dynamics,SMB,Event/Conference,REP-01,new_business,2025-07-02,2025-07-07,194741.0,Closed Lost,closed_lost
OPP-02126,,North Cloud,SMB,Event/Conference,REP-08,new_business,2025-06-22,2025-07-23,74331.0,Closed Lost,closed_lost
OPP-02127,,Glide Partners,SMB,Event/Conference,REP-04,new_business,2024-03-19,2024-04-23,124774.0,Closed Lost,closed_lost
OPP-02128,,Tessera Co,SMB,Event/Conference,REP-08,new_business,2024-09-20,2024-09-30,223785.0,Closed Lost,closed_lost
OPP-02129,,Glide Co,SMB,Inbound Marketing,REP-09,new_business,2025-03-04,2025-03-25,33419.0,Closed Lost,closed_lost
OPP-02130,,Anvil Network,Mid-Market,Outbound Sales,REP-07,new_business,2025-11-24,2025-11-29,188869.0,Closed Lost,closed_lost
OPP-02131,,Mosaic Logic,SMB,Inbound Marketing,REP-05,new_business,2025-05-18,2025-06-25,194521.0,Closed Lost,closed_lost
OPP-02132,,Quantum Dynamics,SMB,Event/Conference,REP-02,new_business,2025-08-01,2025-08-20,193485.0,Closed Lost,closed_lost
OPP-02133,,Halcyon Digital,SMB,Outbound Sales,REP-07,new_business,2024-05-10,2024-05-28,197408.0,Closed Lost,closed_lost
OPP-02134,,North Cloud,SMB,Partner Referral,REP-10,new_business,2024-11-22,2024-12-05,56847.0,Closed Lost,closed_lost
OPP-02135,,Glide Logic,Mid-Market,Outbound Sales,REP-01,new_business,2024-05-18,2024-06-12,177728.0,Closed Lost,closed_lost
OPP-02136,,Mosaic Labs,SMB,Outbound Sales,REP-11,new_business,2025-04-05,2025-04-18,185214.0,Closed Lost,closed_lost
OPP-02137,,Apex Solutions,SMB,Inbound Marketing,REP-03,new_business,2025-03-10,2025-04-21,120143.0,Closed Lost,closed_lost
OPP-02138,,Citron Holdings,SMB,Outbound Sales,REP-01,new_business,2025-10-27,2025-11-11,111809.0,Closed Lost,closed_lost
OPP-02139,,Lattice Industries,SMB,Partner Referral,REP-08,new_business,2024-03-01,2024-03-17,218498.0,Closed Lost,closed_lost
OPP-02140,,Plinth Industries,SMB,Event/Conference,REP-11,new_business,2024-03-09,2024-04-13,216010.0,Closed Lost,closed_lost
OPP-02141,,Mosaic Dynamics,SMB,Partner Referral,REP-06,new_business,2025-03-16,2025-03-31,213620.0,Closed Lost,closed_lost
OPP-02142,,Cobalt Works,Enterprise,Partner Referral,REP-04,new_business,2024-11-24,2025-01-14,200136.0,Closed Lost,closed_lost
OPP-02143,,Apex Solutions,SMB,Outbound Sales,REP-06,new_business,2024-04-21,2024-06-02,220793.0,Closed Lost,closed_lost
OPP-02144,,North Partners,SMB,Event/Conference,REP-01,new_business,2024-04-22,2024-06-06,35312.0,Closed Lost,closed_lost
OPP-02145,,Halcyon Works,SMB,Outbound Sales,REP-04,new_business,2024-07-17,2024-07-22,205958.0,Closed Lost,closed_lost
OPP-02146,,North Partners,SMB,Partner Referral,REP-03,new_business,2025-01-20,2025-01-23,35191.0,Closed Lost,closed_lost
OPP-02147,,Stratus Network,SMB,Event/Conference,REP-12,new_business,2025-05-31,2025-06-05,228066.0,Closed Lost,closed_lost
OPP-02148,,Cobalt Industries,SMB,Inbound Marketing,REP-07,new_business,2024-12-01,2024-12-17,143215.0,Closed Lost,closed_lost
OPP-02149,,Marlin Partners,SMB,Partner Referral,REP-01,new_business,2024-05-27,2024-06-05,101864.0,Closed Lost,closed_lost
OPP-02150,,Apex Holdings,SMB,Inbound Marketing,REP-07,new_business,2023-12-03,2024-01-02,169253.0,Closed Lost,closed_lost
OPP-02151,,Mosaic Digital,Mid-Market,Event/Conference,REP-03,new_business,2025-01-31,2025-02-12,172499.0,Closed Lost,closed_lost
OPP-02152,,Cobalt Partners,Enterprise,Event/Conference,REP-01,new_business,2024-04-18,2024-06-28,225398.0,Closed Lost,closed_lost
OPP-02153,,Cobalt Solutions,SMB,Event/Conference,REP-02,new_business,2024-05-01,2024-05-11,236477.0,Closed Lost,closed_lost
OPP-02154,,North Network,SMB,Partner Referral,REP-10,new_business,2024-07-28,2024-09-16,5891.0,Closed Lost,closed_lost
OPP-02155,,North Labs,SMB,Event/Conference,REP-05,new_business,2024-02-13,2024-04-18,101263.0,Closed Lost,closed_lost
OPP-02156,,Mosaic Cloud,SMB,Inbound Marketing,REP-09,new_business,2025-04-15,2025-05-20,160340.0,Closed Lost,closed_lost
OPP-02157,,Reverb Logic,Mid-Market,Event/Conference,REP-09,new_business,2024-03-18,2024-05-09,119251.0,Closed Lost,closed_lost
OPP-02158,,Stratus Dynamics,SMB,Outbound Sales,REP-01,new_business,2025-05-15,2025-05-24,35736.0,Closed Lost,closed_lost
OPP-02159,,Anvil Dynamics,Mid-Market,Inbound Marketing,REP-02,new_business,2025-08-02,2025-08-03,36277.0,Closed Lost,closed_lost
OPP-02160,,Halcyon Works,SMB,Event/Conference,REP-10,new_business,2024-10-09,2024-10-22,106048.0,Closed Lost,closed_lost
OPP-02161,,Vector Holdings,Mid-Market,Inbound Marketing,REP-12,new_business,2024-02-21,2024-02-23,88130.0,Closed Lost,closed_lost
OPP-02162,,Reverb Network,SMB,Inbound Marketing,REP-02,new_business,2024-07-11,2024-09-01,121331.0,Closed Lost,closed_lost
OPP-02163,,Anvil Logic,SMB,Outbound Sales,REP-08,new_business,2025-04-16,2025-06-11,108402.0,Closed Lost,closed_lost
OPP-02164,,Vector Labs,SMB,Outbound Sales,REP-01,new_business,2024-01-13,2024-01-21,95004.0,Closed Lost,closed_lost
OPP-02165,,Vector Partners,SMB,Outbound Sales,REP-10,new_business,2025-03-19,2025-04-18,70263.0,Closed Lost,closed_lost
OPP-02166,,Stratus Systems,SMB,Outbound Sales,REP-09,new_business,2025-05-29,2025-06-15,153622.0,Closed Lost,closed_lost
OPP-02167,,Reverb Works,SMB,Event/Conference,REP-04,new_business,2024-12-30,2025-01-27,94946.0,Closed Lost,closed_lost
OPP-02168,,Glide Dynamics,SMB,Event/Conference,REP-11,new_business,2025-09-07,2025-09-22,185147.0,Closed Lost,closed_lost
OPP-02169,,Glide Network,SMB,Partner Referral,REP-09,new_business,2025-10-02,2025-10-30,29673.0,Closed Lost,closed_lost
OPP-02170,,Vector Solutions,SMB,Partner Referral,REP-01,new_business,2024-04-14,2024-05-21,163601.0,Closed Lost,closed_lost
OPP-02171,,Vector Cloud,Mid-Market,Event/Conference,REP-11,new_business,2024-09-07,2024-09-22,246863.0,Closed Lost,closed_lost
OPP-02172,,Beacon Cloud,SMB,Partner Referral,REP-12,new_business,2024-06-17,2024-08-02,56605.0,Closed Lost,closed_lost
OPP-02173,,Marlin Dynamics,Enterprise,Outbound Sales,REP-07,new_business,2024-01-25,2024-03-18,117586.0,Closed Lost,closed_lost
OPP-02174,,Halcyon Dynamics,SMB,Event/Conference,REP-05,new_business,2025-04-23,2025-05-01,131921.0,Closed Lost,closed_lost
OPP-02175,,Quantum Logic,SMB,Inbound Marketing,REP-05,new_business,2024-07-26,2024-08-16,10843.0,Closed Lost,closed_lost
OPP-02176,,Tessera Logic,SMB,Inbound Marketing,REP-04,new_business,2025-05-04,2025-05-31,139061.0,Closed Lost,closed_lost
OPP-02177,,Citron Digital,Mid-Market,Partner Referral,REP-12,new_business,2024-07-26,2024-08-05,231750.0,Closed Lost,closed_lost
OPP-02178,,Lattice Network,Enterprise,Inbound Marketing,REP-04,new_business,2025-09-01,2025-10-10,164700.0,Closed Lost,closed_lost
OPP-02179,,Marlin Group,SMB,Event/Conference,REP-11,new_business,2025-03-23,2025-04-11,100844.0,Closed Lost,closed_lost
OPP-02180,,Stratus Systems,Enterprise,Event/Conference,REP-07,new_business,2024-07-12,2024-07-21,143215.0,Closed Lost,closed_lost
OPP-02181,,Plinth Systems,SMB,Partner Referral,REP-09,new_business,2024-10-03,2024-10-11,195580.0,Closed Lost,closed_lost
OPP-02182,,Halcyon Works,SMB,Event/Conference,REP-09,new_business,2024-12-14,2024-12-19,104207.0,Closed Lost,closed_lost
OPP-02183,,Helix Partners,Mid-Market,Inbound Marketing,REP-12,new_business,2024-03-03,2024-03-29,41539.0,Closed Lost,closed_lost
OPP-02184,,North Digital,SMB,Partner Referral,REP-09,new_business,2025-07-13,2025-07-22,13737.0,Closed Lost,closed_lost
